Name,Metal,Atom_A,Atom_B,A-M-B Angle,M-A Distance,M-B Distance,Metal_NBO,A_NBO,B_NBO,HOMO_LUMO,A-B_NBO,NBO-dist-2-avg,NBO-dist-3-avg,NBO-dist-4-avg,NBO-dist-2-a-avg,NBO-dist-3-a-avg,NBO-dist-4-a-avg,NBO-dist-2-b-avg,NBO-dist-3-b-avg,NBO-dist-4-b-avg,NBO-dist-2-a-b-diff,NBO-dist-3-a-b-diff,NBO-dist-4-a-b-diff,NBO-dist-2-min,NBO-dist-3-min,NBO-dist-4-min,NBO-dist-2-max,NBO-dist-3-max,NBO-dist-4-max,NBO-dist-2-a-min,NBO-dist-3-a-min,NBO-dist-4-a-min,NBO-dist-2-b-min,NBO-dist-3-b-min,NBO-dist-4-b-min,NBO-dist-2-a-max,NBO-dist-3-a-max,NBO-dist-4-a-max,NBO-dist-2-b-max,NBO-dist-3-b-max,NBO-dist-4-b-max,NBO-metal-donor-diff,NBO-metal-a-diff,NBO-metal-b-diff,NBO-dist-2-1-avg-diff,NBO-dist-3-2-avg-diff,NBO-dist-4-3-avg-diff,NBO-dist-2-1-a-avg-diff,NBO-dist-3-2-a-avg-diff,NBO-dist-4-3-a-avg-diff,NBO-dist-2-1-b-avg-diff,NBO-dist-3-2-b-avg-diff,NBO-dist-4-3-b-avg-diff,Metal_mullkien,A_mulliken,B_mulliken,A-B_mulliken,Mulliken-dist-2-avg,Mulliken-dist-3-avg,Mulliken-dist-4-avg,Total % VBur,% VBur SE,% VBur SW,% VBur NE,% VBur NW,% VBur max,% VBur min,% VBur max min diff,% VBur NE NW diff,% VBur SE SW diff,% VBur NE SE diff,% VBur NW SW diff,% VBur NE SW diff,% VBur NW SE diff,% VBur asymm 1,% VBur asymm 2,% VBur asymm 3,% VBur octant 1,% VBur octant 2,% VBur octant 3,% VBur octant 4,% VBur octant 5,% VBur octant 6,% VBur octant 7,% VBur octant 8
ligand-84-p-o-10-int1,66,1,28,87,2.122,1.907,0.28951,1.21316,-0.69418,0.1419,1.9073,-0.236,0.1914,-0.2919,-0.4451,0.2713,-0.3368,0.3912,-0.2789,0.1972,0.8363,0.5502,0.534,-0.46948,-0.18037,-0.48166,0.39118,0.36421,0.20927,-0.46948,-0.18037,-0.69418,0.39118,-0.46948,-0.18169,-0.43285,0.39118,0.20927,0.39118,-0.08839,1.21316,0.03001,0.92365,0.98369,0.4955,0.4274,0.4833,1.65826,0.7164,0.6081,1.08538,0.6701,0.4761,0.248458,0.340526,-0.581645,0.922171,0.0101,0.175,-0.1892,77.57931886,82.52422661,61.62644428,94.87513977,71.29146478,94.87513977,61.62644428,33.24869549,83.08330227,72.07533545,88.69968319,66.45895453,78.25079202,76.9078457,11.00796683,22.24072866,1.342946329,69.42322028,50.30749161,71.37532613,91.2504659,98.49981364,71.20760343,72.94539694,95.62523295
ligand-85-p-o-11-int1,74,1,5,95,2.173,1.953,0.2922,1.20037,-0.94355,0.1767,2.1439,0.304,-0.3496,-0.0353,-0.3991,-0.176,0.1396,2.4133,-0.7436,-0.2586,2.8124,0.5676,0.3982,-0.51991,-0.96775,-0.38799,2.41328,0.26361,0.22432,-0.51991,-0.3969,-0.38799,2.41328,-0.96775,-0.32533,-0.32533,0.26361,2.41328,2.41328,-0.3163,-0.19179,0.1638,0.90817,1.23575,0.1756,0.6536,0.3143,1.59947,0.2231,0.3156,3.35685,3.1569,0.485,-0.096001,0.24181,-0.425803,0.667613,0.2414,-0.2273,0.0217,86.52103522,85.83442042,71.02590384,98.13408498,91.08973164,98.13408498,71.02590384,27.10818114,94.61190831,78.43016213,91.9842527,81.05781774,84.57999441,88.46207603,16.18174618,10.92643496,3.882081625,77.93514722,51.28121506,88.77189713,96.44055162,99.82761834,93.40756616,90.77059262,93.73369363
ligand-86-p-o-12-int1,69,1,5,93,2.152,1.94,0.28909,1.19789,-0.94146,0.1736,2.1393,0.3461,-0.3657,-0.0265,-0.344,-0.17,0.1771,2.4164,-0.7301,-0.1769,2.7604,0.5601,0.354,-0.36871,-0.95638,-0.20672,2.41643,0.01619,0.23696,-0.36871,-0.28472,-0.20672,2.41643,-0.95638,-0.31489,-0.31489,0.01619,2.41643,2.41643,-0.28472,-0.03893,0.16089,0.9088,1.23055,0.2179,0.7118,0.3392,1.54189,0.174,0.3471,3.35786,3.1465,0.5532,-0.127815,0.369312,-0.429465,0.798777,0.3077,-0.2762,0.0367,86.56180116,82.78745807,72.73574357,97.90113679,92.82286619,97.90113679,72.73574357,25.16539322,95.36200149,77.76160082,90.34429743,82.77930488,85.31844018,87.80516213,17.60040067,7.564992546,2.486721953,72.12076034,51.93347,90.11833768,95.93738353,99.86489005,95.52739471,93.53801714,93.4541558
ligand-87-p-o-13-int1,57,1,5,93,2.186,1.934,0.31296,1.15796,-0.94886,0.1773,2.1068,0.3635,-0.4919,0.0801,-0.3209,-0.3588,0.2262,2.4166,-0.7413,-0.2627,2.7375,0.3825,0.4889,-0.34425,-0.95916,-0.20611,2.41659,0.01471,0.24723,-0.34425,-0.61247,-0.20611,2.41659,-0.95916,-0.33546,-0.28305,0.01471,2.41659,2.41659,-0.30846,-0.18993,0.20836,0.845,1.26182,0.2589,0.8554,0.572,1.47886,0.0379,0.585,3.36546,3.1579,0.4786,-0.070691,0.167382,-0.440472,0.607854,0.3114,-0.2956,0.0589,87.72188315,87.02944465,72.25819978,97.87551249,93.7243757,97.87551249,72.25819978,25.61731271,95.79994409,79.64382221,92.45247857,82.99128774,85.06685613,90.37691018,16.15612188,9.461190831,5.310054044,75.75941111,51.24860231,91.47409616,95.91408871,99.83693627,95.97465524,93.26779724,98.2994782
ligand-88-p-o-14-int1,71,1,5,93,2.153,1.94,0.28835,1.19537,-0.94069,0.175,2.1361,0.3445,-0.3713,-0.0612,-0.3468,-0.1747,0.1455,2.4186,-0.742,-0.3711,2.7654,0.5673,0.5166,-0.3647,-0.96497,-0.41178,2.41859,0.01435,0.23705,-0.3647,-0.3036,-0.41178,2.41859,-0.96497,-0.41178,-0.33042,0.01435,2.41859,2.41859,-0.3036,-0.33042,0.16105,0.90702,1.22904,0.2172,0.7158,0.3101,1.54217,0.1721,0.3202,3.35929,3.1606,0.3709,-0.121887,0.365326,-0.434601,0.799927,0.2851,-0.2673,0.013,86.46396291,83.38147596,71.93906075,97.77301528,92.76229966,97.77301528,71.93906075,25.83395453,95.26765747,77.66026836,90.57724562,82.35068021,84.85603802,88.07188781,17.60738912,8.226565412,3.215849795,73.2994782,50.47055535,90.16026836,95.67182259,99.87420798,95.36433097,93.40756616,93.46347372
ligand-90-p-o-16-int1,58,1,2,88,2.154,1.971,0.297,1.39223,-1.04888,0.1671,2.4411,0.0671,-0.1929,-0.0975,-0.6414,0.2983,-0.208,2.1929,-0.6829,0.1397,2.8343,0.9812,0.3477,-1.10104,-0.47496,-0.21279,2.19288,0.10307,0.22434,-1.10104,-0.18301,-1.04888,2.19288,-1.10104,-0.16769,-0.41047,2.19288,0.22434,2.19288,-0.47258,1.39223,0.1253,1.09523,1.34588,0.1046,0.26,0.0954,2.03363,0.9397,0.5063,3.24178,2.8758,0.8226,-0.132507,0.366708,-0.428456,0.795164,0.2624,-0.1093,-0.1151,85.88159243,83.50959747,72.7194372,97.35603802,89.94129706,97.35603802,72.7194372,24.63660082,93.64866754,78.11451733,90.43281774,81.33036713,85.03773761,86.72544726,15.5341502,9.102450615,1.687709653,78.96011927,60.44073798,86.20014909,96.05851659,98.65355945,93.68244502,84.99813641,88.05907566
ligand-91-p-o-17-int1,75,6,1,43,6.771,4.898,-0.31798,-0.16375,1.39191,0.1675,1.5557,-0.3925,0.1815,-0.1294,-0.1462,0.5197,-0.3961,-0.6389,0.2912,-0.2042,0.4927,0.2285,0.1919,-1.09589,-0.18343,-1.04941,0.23344,2.19225,0.22451,-0.47311,-0.16669,-1.09589,-1.09589,-0.18343,-1.04941,0.23344,2.19225,0.22248,-0.40824,2.19225,0.22451,0.93208,0.15423,1.70989,1.0066,0.574,0.3109,0.01755,0.6659,0.9158,2.03081,0.9301,0.4954,-0.23912,-0.204798,0.359256,0.564054,0.0456,-0.0238,-0.051,61.19432538,47.46785315,63.77655609,45.21990309,88.31298919,88.31298919,45.21990309,43.0930861,66.76644614,55.62220462,46.34387812,76.04477264,54.49822959,67.89042117,11.14424152,29.70089452,13.39219158,18.48210958,28.80637346,77.31084607,28.68058144,61.75922475,99.31513231,98.74673873,76.45359672
ligand-92-p-o-18-int1,52,1,5,96,2.152,1.927,0.30303,1.19768,-0.93279,0.1801,2.1305,0.3175,-0.2613,-0.1396,-0.383,-0.0256,0.0736,2.419,-0.7493,-0.248,2.802,0.7237,0.3216,-0.41712,-0.98712,-0.47991,2.41901,0.36132,0.22133,-0.41712,-0.31108,-0.47991,2.41901,-0.98712,-0.3245,-0.3245,0.36132,2.41901,2.41901,-0.31108,-0.17152,0.17063,0.89465,1.23582,0.1851,0.5788,0.1217,1.58068,0.3574,0.0992,3.35179,3.1683,0.5013,0.288442,0.37791,-0.491409,0.869319,0.2132,-0.1632,-0.0657,81.18069791,96.47083489,81.443347,89.19586284,57.61274693,96.47083489,57.61274693,38.85808796,73.40430488,88.95709094,92.83334886,69.52804696,85.31960492,77.04179091,15.55278606,23.3053019,8.277814014,93.29575102,74.74841595,50.88986209,79.21170332,99.18002236,64.33563176,88.13827805,99.64591875
ligand-96-p-o-22-int1,71,1,5,97,2.174,1.924,0.26777,1.2148,-0.9363,0.1799,2.1511,0.2732,-0.2296,-0.1591,-0.4437,-0.0184,0.0254,2.4237,-0.748,-0.262,2.8674,0.7296,0.2874,-0.50051,-0.98707,-0.48376,2.4237,0.38297,0.23057,-0.50051,-0.39518,-0.48376,2.4237,-0.98707,-0.33821,-0.33821,0.38297,2.4237,2.4237,-0.3064,-0.18574,0.12847,0.94703,1.20407,0.1339,0.5028,0.0705,1.6585,0.4253,0.0438,3.36,3.1717,0.486,0.066301,0.283886,-0.467848,0.751734,0.2065,-0.1171,-0.0969,84.09022083,95.78130824,72.50512486,91.79556467,76.27888558,95.78130824,72.50512486,23.27618338,84.03722512,84.14321655,93.78843645,74.39200522,82.15034476,86.03009691,0.105991428,19.39643123,3.879752143,92.48975028,58.33954529,65.78922848,83.75419307,99.83693627,86.76854268,86.67070444,99.07286619
ligand-97-p-o-23-int1,77,1,5,94,2.206,1.928,0.33554,1.13919,-0.95727,0.1758,2.0965,0.3208,-0.3368,-0.0523,-0.378,-0.1601,0.1241,2.4172,-0.7396,-0.2541,2.7952,0.5795,0.3782,-0.47474,-0.95528,-0.38307,2.41717,0.20745,0.22431,-0.47474,-0.40536,-0.38307,2.41717,-0.95528,-0.31773,-0.31773,0.20745,2.41717,2.41717,-0.30888,-0.19047,0.24454,0.80365,1.29281,0.2298,0.6576,0.2845,1.51719,0.2179,0.2842,3.37447,3.1568,0.4855,-0.154016,0.366339,-0.430748,0.797087,0.2941,-0.2459,0.0272,87.58036713,83.54221021,74.76705181,98.47418934,93.53801714,98.47418934,74.76705181,23.70713753,96.00610324,79.15463101,91.00819978,84.15253448,86.62062057,88.54011368,16.85147223,6.8556653,1.919493105,71.38464406,54.00670891,91.07808423,97.23723444,99.71114424,95.99795006,95.52739471,95.69977637
ligand-99-p-o-25-int1,69,1,5,95,2.159,1.922,0.26149,1.1947,-0.93552,0.1802,2.1302,0.3126,-0.3373,-0.0536,-0.3919,-0.1577,0.1235,2.4263,-0.7437,-0.2761,2.8182,0.586,0.3996,-0.48527,-0.98215,-0.38437,2.4263,0.2167,0.22083,-0.48527,-0.4031,-0.38437,2.4263,-0.98215,-0.36428,-0.32618,0.2167,2.4263,2.4263,-0.29928,-0.18792,0.13189,0.93321,1.19701,0.183,0.6499,0.2837,1.5866,0.2342,0.2812,3.36182,3.17,0.4676,-0.064312,0.316729,-0.453554,0.770283,0.3194,-0.2555,0.0068,87.17503727,96.14936638,73.66054789,93.57062989,85.31960492,96.14936638,73.66054789,22.48881849,89.44511741,84.90495714,94.85999814,79.49007641,83.61558889,90.73448565,4.540160268,15.36992173,7.118896757,92.95564666,58.91259784,76.58404771,87.19716735,99.94409243,94.05516213,88.40849795,99.3430861
