Name,Metal,Atom_A,Atom_B,A-M-B Angle,M-A Distance,M-B Distance,Metal_NBO,A_NBO,B_NBO,HOMO_LUMO,A-B_NBO,NBO-dist-2-avg,NBO-dist-3-avg,NBO-dist-4-avg,NBO-dist-2-a-avg,NBO-dist-3-a-avg,NBO-dist-4-a-avg,NBO-dist-2-b-avg,NBO-dist-3-b-avg,NBO-dist-4-b-avg,NBO-dist-2-a-b-diff,NBO-dist-3-a-b-diff,NBO-dist-4-a-b-diff,NBO-dist-2-min,NBO-dist-3-min,NBO-dist-4-min,NBO-dist-2-max,NBO-dist-3-max,NBO-dist-4-max,NBO-dist-2-a-min,NBO-dist-3-a-min,NBO-dist-4-a-min,NBO-dist-2-b-min,NBO-dist-3-b-min,NBO-dist-4-b-min,NBO-dist-2-a-max,NBO-dist-3-a-max,NBO-dist-4-a-max,NBO-dist-2-b-max,NBO-dist-3-b-max,NBO-dist-4-b-max,NBO-metal-donor-diff,NBO-metal-a-diff,NBO-metal-b-diff,NBO-dist-2-1-avg-diff,NBO-dist-3-2-avg-diff,NBO-dist-4-3-avg-diff,NBO-dist-2-1-a-avg-diff,NBO-dist-3-2-a-avg-diff,NBO-dist-4-3-a-avg-diff,NBO-dist-2-1-b-avg-diff,NBO-dist-3-2-b-avg-diff,NBO-dist-4-3-b-avg-diff,Metal_mullkien,A_mulliken,B_mulliken,A-B_mulliken,Mulliken-dist-2-avg,Mulliken-dist-3-avg,Mulliken-dist-4-avg,Total % VBur,% VBur SE,% VBur SW,% VBur NE,% VBur NW,% VBur max,% VBur min,% VBur max min diff,% VBur NE NW diff,% VBur SE SW diff,% VBur NE SE diff,% VBur NW SW diff,% VBur NE SW diff,% VBur NW SE diff,% VBur asymm 1,% VBur asymm 2,% VBur asymm 3,% VBur octant 1,% VBur octant 2,% VBur octant 3,% VBur octant 4,% VBur octant 5,% VBur octant 6,% VBur octant 7,% VBur octant 8
ligand-512-p-p-47-int1,64,34,1,97,2.162,2.274,0.05158,1.22831,1.0793,0.1685,0.149,-0.3843,-0.0005,-0.1643,-0.3907,-0.0151,-0.1488,-0.3779,0.0189,-0.1186,0.0128,0.034,0.0302,-0.42511,-0.49024,-0.47703,-0.33147,0.36009,0.22353,-0.42511,-0.49024,-0.47703,-0.41324,-0.18628,-0.49024,-0.33147,0.36009,0.31717,-0.33169,0.33064,0.22353,1.10222,1.17673,1.02772,1.5381,0.3838,0.1638,1.61901,0.3756,0.1337,1.4572,0.3968,0.1375,-0.410414,0.425019,0.809064,0.384045,-0.02,-0.0078,-0.1194,90.77117499,84.22241893,87.99385017,93.8524972,97.01593366,97.01593366,84.22241893,12.79351472,95.43421543,86.10813455,89.03745807,92.50489191,90.92317369,90.6191763,9.32608088,3.467433843,0.303997391,73.60231085,77.28755125,96.82258666,88.49701826,99.20797615,97.20928066,98.70014909,94.84252702
ligand-513-p-p-48-int1,91,1,14,86,2.142,2.262,0.00076,1.25649,1.09301,0.1179,0.1635,-0.4195,-0.2556,0.1176,-0.3904,-0.215,0.084,-0.4486,-0.3197,0.2368,0.0582,0.1047,0.1528,-0.50082,-0.60802,-0.20542,-0.35319,0.23302,0.23996,-0.42693,-0.35319,-0.20542,-0.50082,-0.60802,-0.18438,-0.37123,-0.18213,1.09301,-0.35319,0.23302,1.25649,1.17394,1.25573,1.09225,1.5942,0.1639,0.3732,1.64689,0.1754,0.299,1.54161,0.1289,0.5565,-0.072081,0.336549,0.289683,0.046866,-0.017,-0.2008,0.0776,81.28144801,87.61181513,82.13986209,79.12551249,76.24860231,87.61181513,76.24860231,11.36321282,77.6870574,84.87583861,83.36866381,79.1942322,80.63268729,81.93020872,7.188781215,4.174431606,1.297521431,79.41203876,72.59131569,63.45042862,73.93309728,84.31792769,89.046776,91.6884085,95.8115915
ligand-514-p-p-49-int1,85,1,14,86,2.14,2.261,-0.00031,1.2562,1.09283,0.1233,0.1634,-0.418,-0.2557,0.1172,-0.3882,-0.214,0.084,-0.4478,-0.3188,0.2357,0.0596,0.1048,0.1517,-0.49859,-0.60571,-0.20057,-0.35202,0.23076,0.23029,-0.41351,-0.35202,-0.20057,-0.49859,-0.60571,-0.18594,-0.3744,-0.18252,1.09283,-0.35202,0.23076,1.2562,1.17481,1.25651,1.09314,1.5925,0.1623,0.3729,1.6444,0.1742,0.298,1.54063,0.129,0.5545,-0.107691,0.349975,0.302116,0.047859,-0.02,-0.2072,0.0809,81.63785874,88.62048081,80.98443906,78.98807305,77.95844204,88.62048081,77.95844204,10.66203876,78.47325755,84.80245993,83.80427693,79.47144055,79.98625606,83.28946142,6.329202385,4.332836377,3.303205367,80.12951919,72.51211331,64.89004845,73.42527022,84.55087589,91.02683563,89.45676482,97.11144242
ligand-515-p-p-50-int1,63,1,14,85,2.159,2.258,0.03128,1.23938,1.0897,0.1298,0.1497,-0.3819,-0.078,-0.0208,-0.4113,-0.0324,0.0305,-0.3524,-0.221,0.1057,0.0589,0.1886,0.0752,-0.42624,-0.19187,-0.30254,-0.34938,0.32887,0.23166,-0.42624,-0.35179,-0.30254,-0.35609,-0.38898,-0.2037,-0.38898,0.32887,1.0897,-0.34938,-0.18339,1.23938,1.13322,1.2081,1.05842,1.5464,0.3039,0.0572,1.65068,0.3789,0.0629,1.4421,0.1314,0.3267,-0.02511,0.546845,0.439337,0.107508,-0.0842,-0.0598,-0.0111,81.88827805,85.18449497,73.81895266,92.14032799,76.40933656,92.14032799,73.81895266,18.32137533,84.27483228,79.50172382,88.66241148,75.11414461,82.97964033,80.79691577,4.773108461,13.54826687,2.182724562,75.80134178,51.0436079,71.42657473,89.43347,94.84718599,81.3920984,96.59429743,94.56764816
ligand-516-p-p-51-int1,63,1,14,85,2.147,2.291,0.03675,1.24027,1.06252,0.131,0.1778,-0.4265,-0.0792,-0.008,-0.4115,-0.0342,-0.0557,-0.4414,-0.2198,0.2421,0.0299,0.1856,0.2978,-0.48923,-0.59833,-0.47388,-0.34824,0.33515,0.2231,-0.42709,-0.34824,-0.47388,-0.48923,-0.59833,-0.19994,-0.38394,0.33515,1.06252,-0.34824,0.23286,1.24027,1.11465,1.20352,1.02577,1.5779,0.3473,0.0712,1.65177,0.3773,0.0215,1.50392,0.2216,0.4619,-0.286438,0.486737,0.379537,0.1072,-0.0558,-0.0753,-0.0069,85.06569139,93.09075662,90.65178904,86.49599329,70.02422661,93.09075662,70.02422661,23.06653,78.26010995,91.87127283,89.79337495,80.33800783,88.57389117,81.55749161,13.61116288,9.455367126,7.016399553,87.23443906,83.81941856,62.8354454,79.63101006,93.36097652,77.21300783,97.48415952,98.94707417
ligand-517-p-p-52-int1,63,1,14,87,2.157,2.261,0.03405,1.23782,1.07334,0.1331,0.1645,-0.4957,-0.0822,-0.0064,-0.408,-0.0382,-0.0549,-0.5834,-0.2227,0.2454,0.1754,0.1845,0.3003,-0.69967,-0.60719,-0.49341,-0.35473,0.32441,0.23019,-0.42692,-0.35473,-0.49341,-0.69967,-0.60719,-0.19658,-0.38858,0.32441,1.07334,-0.35473,0.23356,1.23782,1.12155,1.20377,1.03929,1.6513,0.4135,0.0758,1.64582,0.3698,0.0167,1.65674,0.3607,0.4681,0.115881,0.472939,0.239247,0.233692,-0.1073,-0.0726,-0.0124,79.16686079,78.74347745,60.48499814,96.19129706,81.24767052,96.19129706,60.48499814,35.70629892,88.71948379,69.61423779,87.46738725,70.86633433,78.3381476,79.99557398,19.10524599,16.60105293,1.657426388,70.30842341,42.5642937,78.88557585,92.99757734,99.38501677,83.60976519,78.40570257,87.17853149
ligand-518-p-p-53-int1,60,1,14,86,2.166,2.258,0.03711,1.2446,1.07964,0.1245,0.165,-0.3818,-0.081,-0.0649,-0.4126,-0.0363,-0.0553,-0.3509,-0.2234,0.1068,0.0617,0.1871,0.1621,-0.42732,-0.20611,-0.49362,-0.34474,0.32618,0.24141,-0.42732,-0.34919,-0.49362,-0.35887,-0.39903,-0.2038,-0.39903,0.32618,1.07964,-0.34474,-0.17962,1.2446,1.12499,1.20749,1.04253,1.5439,0.3008,0.0161,1.6572,0.3763,0.019,1.43054,0.1275,0.3302,0.030928,0.609896,0.429508,0.180388,-0.0547,-0.0676,-0.05,82.51549105,82.40076407,70.11041744,94.33935893,83.21142378,94.33935893,70.11041744,24.22894148,88.77539135,76.25559076,88.3700615,76.66092061,82.22488818,82.80609392,12.5198006,11.70914089,0.58120574,72.20928066,46.14237794,78.71319419,89.90868431,98.77003354,87.70965337,94.07845695,92.59224748
ligand-519-p-p-54-int1,63,1,14,85,2.17,2.295,-0.00302,1.23189,1.06253,0.1224,0.1694,-0.4154,-0.2234,0.0751,-0.3877,-0.1514,-0.008,-0.4432,-0.3165,0.2323,0.0555,0.1651,0.2403,-0.48801,-0.60805,-0.61114,-0.35405,0.23325,0.23058,-0.40624,-0.35405,-0.61114,-0.48801,-0.60805,-0.19927,-0.37032,0.01659,1.06253,-0.35405,0.23325,1.23189,1.15022,1.23491,1.06555,1.5626,0.192,0.2985,1.61959,0.2363,0.1434,1.50573,0.1267,0.5488,-0.213831,0.251763,0.356983,0.10522,-0.0213,-0.1785,0.0574,83.71168002,95.71375326,82.33087961,89.32165486,67.48043235,95.71375326,67.48043235,28.23332091,78.40104361,89.02231644,92.51770406,74.90565598,85.82626724,81.59709281,10.62127283,17.61204808,4.229174432,92.61088334,73.2855013,58.1578457,83.35352218,95.28978755,76.80301901,91.37625792,98.81662318
ligand-520-n-o-80-int1,16,8,11,85,1.974,1.851,0.52832,-0.42058,-0.63006,0.1639,0.2095,0.287,-0.0827,0.014,0.0608,0.253,-0.2383,0.7395,-0.2538,-0.1854,0.6787,0.5068,0.0529,0.02563,-0.60355,-0.37298,0.73948,0.2088,0.22106,0.02563,0.01409,-0.63006,0.73948,-0.60355,-0.42058,0.09603,0.73948,0.22106,0.73948,0.09603,0.04971,1.05362,0.9489,1.15838,0.8123,0.3697,0.0967,0.48138,0.1922,0.4913,1.36956,0.9933,0.0684,0.579438,-0.478052,-0.559025,0.080973,0.2669,-0.0389,-0.0252,61.66662784,62.85874022,61.82445024,60.92527022,61.05805069,62.85874022,60.92527022,1.933469996,60.99166045,62.34159523,61.89200522,61.44125047,61.37486023,61.95839545,1.349934775,0.450754752,0.583535222,60.18915393,66.22251211,64.54062616,56.27096534,65.5795751,57.57547521,57.42638837,65.5283265
ligand-521-n-o-81-int1,16,8,10,34,4.603,4.049,-0.53037,-0.43086,-0.62691,0.1317,0.196,0.3149,-0.1973,0.1988,0.1026,0.138,-0.1265,0.7395,-0.2314,-0.3067,0.6369,0.3694,0.1802,0.06639,-0.60166,0.06264,0.7395,0.2138,0.27977,0.06639,-0.21864,-0.62691,0.7395,-0.60166,-0.43086,0.13879,0.7395,0.27977,0.7395,0.13879,-0.18261,0.00147,0.09951,0.09654,0.8438,0.5122,0.3961,0.53346,0.0354,0.2645,1.36641,0.9709,0.0753,-0.228223,-0.491936,-0.558225,0.066289,0.289,-0.1366,0.1431,45.52098863,50,27.79770779,65.22549385,39.06075289,65.22549385,27.79770779,37.42778606,52.14312337,38.89885389,57.61274693,33.42923034,46.51160082,44.53037644,13.24426947,24.18351659,1.981224376,35.64573239,4.72418934,9.024412971,51.7005218,78.7504659,69.09709281,50.87122624,64.35426761
ligand-522-n-o-82-int1,15,8,10,85,1.969,1.85,0.52998,-0.47119,-0.62975,0.1733,0.1586,0.3217,-0.2496,0.2756,0.1116,0.0892,-0.0833,0.7418,-0.2384,-0.3595,0.6302,0.3276,0.2762,0.08633,-0.61374,0.22063,0.74179,0.20341,0.35133,0.08633,-0.34034,-0.62975,0.74179,-0.61374,-0.47119,0.13692,0.74179,0.35133,0.74179,0.13692,-0.2479,1.08048,1.00117,1.15973,0.8722,0.5713,0.5252,0.58279,0.0224,0.1725,1.37155,0.9802,0.1211,0.56703,-0.511345,-0.560979,0.049634,0.2765,-0.1988,0.2471,61.69574637,62.92396571,61.87336936,60.95788297,61.02776742,62.92396571,60.95788297,1.966082743,60.9928252,62.39866754,61.94092434,61.45056839,61.41562616,61.97586657,1.405842341,0.490355945,0.560240403,60.27767425,66.33898621,64.48937756,56.23369363,65.68207231,57.56615729,57.40775252,65.57025717
ligand-523-n-o-83-int1,24,11,16,93,1.865,1.919,0.538,-0.46496,-0.59691,0.1673,0.132,0.2382,-0.2633,0.2267,0.0744,-0.1807,0.2668,0.5659,-0.556,0.2694,0.4915,0.3753,0.0026,-0.20714,-0.67617,0.19779,0.56592,0.2013,0.29326,-0.20714,-0.44881,0.19779,0.56592,-0.67617,0.22709,0.35594,0.2013,0.56592,0.56592,-0.43578,0.35594,1.0689,1.00296,1.13491,0.7691,0.5015,0.49,0.53936,0.2551,0.4475,1.16281,1.1219,0.8254,0.482949,-0.391927,-0.542823,0.150896,0.2916,-0.1411,0.0871,62.80341502,68.31671636,59.97018263,65.22083489,57.7059262,68.31671636,57.7059262,10.61079016,61.46338054,64.1434495,66.76877562,58.83805442,62.59550876,63.01132128,2.680068953,7.930721208,0.415812523,68.51938129,60.79016027,59.0849795,63.88371226,66.55795751,56.3268729,59.15020499,68.11405143
ligand-524-n-o-84-int1,20,11,16,92,1.865,1.909,0.54228,-0.4602,-0.59897,0.1672,0.1388,0.2303,-0.1691,0.139,0.0763,-0.1776,0.2638,0.5383,-0.273,0.0838,0.462,0.0954,0.18,-0.20555,-0.4484,-0.16289,0.53829,0.19724,0.29779,-0.20555,-0.4484,0.1946,0.53829,-0.41959,-0.16289,0.35814,0.19724,0.53829,0.53829,-0.1265,0.35814,1.07188,1.00248,1.14125,0.7599,0.3994,0.3081,0.5365,0.2539,0.4414,1.13727,0.8113,0.3568,0.492011,-0.40636,-0.563769,0.157409,0.3299,-0.0785,0.0115,62.99617965,68.00922475,60.79248975,65.53531495,57.64768915,68.00922475,57.64768915,10.36153559,61.59150205,64.40085725,66.77226985,59.22008945,63.16390235,62.82845695,2.809355199,7.552180395,0.335445397,66.64647782,60.28233321,59.23872531,65.51434961,65.55628028,56.056653,61.30264629,69.37197167
ligand-525-n-o-85-int1,20,11,16,93,1.869,1.924,0.53735,-0.45425,-0.56729,0.1756,0.113,0.1994,0.009,0.1072,0.0745,-0.1748,0.2537,0.4492,0.2594,0.0076,0.3747,0.4342,0.2461,-0.20898,-0.45169,-0.31178,0.4492,0.92763,0.28706,-0.20898,-0.45169,0.19892,0.4492,-0.4089,-0.31178,0.35801,0.20415,0.4492,0.4492,0.92763,0.35801,1.04815,0.9916,1.10464,0.7102,0.1904,0.0982,0.52875,0.2493,0.4285,1.01649,0.1898,0.2518,0.488077,-0.395313,-0.510755,0.115442,0.256,0.0224,0.0146,62.88960585,65.19521059,57.73853895,68.34932911,60.27534476,68.34932911,57.73853895,10.61079016,64.31233694,61.46687477,66.77226985,59.00694186,63.04393403,62.73527767,2.845462169,7.765327991,0.308656355,63.8138278,59.01043608,60.99981364,68.6591502,68.03950801,59.55087589,56.46664182,66.57659337
ligand-526-n-o-86-int1,20,11,16,93,1.868,1.923,0.53975,-0.45228,-0.57762,0.1769,0.1253,0.2098,-0.0472,0.1528,0.0755,-0.173,0.2573,0.4784,0.0893,0.1192,0.4029,0.2623,0.1381,-0.20906,-0.45,-0.30519,0.47838,0.58157,0.55853,-0.20906,-0.45,0.1991,0.47838,-0.40298,-0.30519,0.35999,0.20467,0.47838,0.47838,0.58157,0.55853,1.05475,0.99203,1.11737,0.7248,0.257,0.2,0.52778,0.2485,0.4303,1.05602,0.3891,0.0299,0.494171,-0.393465,-0.537484,0.144019,0.28,-0.0288,0.0567,63.78587402,65.14862095,59.44371972,68.35631755,62.19483787,68.35631755,59.44371972,8.912597838,65.27557771,62.29617033,66.75246925,60.81927879,63.90001864,63.67172941,2.97940738,5.933190458,0.228289228,63.69269474,59.01975401,61.04174432,68.70108088,68.01155423,63.34793142,59.86768543,66.60454715
ligand-527-n-o-87-int1,20,11,16,93,1.869,1.923,0.54017,-0.45115,-0.58032,0.1774,0.1292,0.2102,-0.0463,0.1563,0.0762,-0.173,0.2575,0.4783,0.0927,0.1263,0.4021,0.2657,0.1312,-0.20907,-0.45202,-0.30542,0.47833,0.5874,0.59123,-0.20907,-0.45202,0.19906,0.47833,-0.402,-0.30542,0.36139,0.20488,0.47833,0.47833,0.5874,0.59123,1.05587,0.99132,1.12049,0.7259,0.2565,0.2026,0.52735,0.2492,0.4305,1.05862,0.3856,0.0336,0.499088,-0.3925,-0.543221,0.150721,0.2709,-0.0154,0.0562,63.73928438,65.19754007,59.93291092,68.29808051,61.52860604,68.29808051,59.93291092,8.365169586,64.91334327,62.56522549,66.74781029,60.73075848,64.11549571,63.36307305,2.348117779,6.017051808,0.752422661,63.88837123,58.94521059,61.0184495,68.54267611,68.0534849,62.03876258,60.92061126,66.50670891
ligand-528-p-o-179-int1,58,1,2,88,2.155,1.973,0.29722,1.39108,-1.04687,0.166,2.4379,0.0655,-0.1906,-0.0973,-0.6432,0.3016,-0.2078,2.1918,-0.6845,0.1426,2.835,0.9861,0.3504,-1.10171,-0.47619,-0.21097,2.1918,0.12365,0.22487,-1.10171,-0.18541,-1.04687,2.1918,-1.10171,-0.16845,-0.41335,2.1918,0.22487,2.1918,-0.47563,1.39108,0.12512,1.09386,1.34409,0.1066,0.2561,0.0933,2.03428,0.9448,0.5094,3.23867,2.8763,0.8271,-0.128922,0.343189,-0.426596,0.769785,0.2623,-0.1044,-0.1199,85.87926295,83.79146478,72.68216549,97.34206113,89.70136042,97.34206113,72.68216549,24.65989564,93.52171077,78.23681513,90.56676295,81.19176295,85.01211331,86.7464126,15.28489564,9.375,1.734299292,79.49124115,60.53857622,85.8507268,95.97465524,98.70946701,93.55199404,84.82575475,88.09168841
ligand-529-p-o-180-int1,69,1,2,90,2.136,1.957,0.28518,1.41083,-1.03878,0.1489,2.4496,0.0649,-0.2322,-0.0659,-0.6418,0.2504,-0.1725,2.1852,-0.6795,0.1313,2.827,0.9299,0.3038,-1.0962,-0.47736,-0.2005,2.18522,0.03797,0.2245,-1.0962,-0.18829,-1.03878,2.18522,-1.0962,-0.16812,-0.40481,2.18522,0.2245,2.18522,-0.46491,1.41083,0.09918,1.12565,1.32396,0.1211,0.2971,0.1663,2.05263,0.8922,0.4229,3.22398,2.8647,0.8108,0.269765,0.252279,-0.51336,0.765639,0.2787,-0.1504,-0.0889,72.54763791,86.18850168,65.56093925,79.89424152,58.54686918,86.18850168,58.54686918,27.6416325,69.22055535,75.87472046,83.0413716,62.05390421,72.72759038,72.36768543,6.654165114,20.98746739,0.359904957,77.19903094,67.05646664,42.92769288,69.6515095,90.13697354,74.16604547,64.06541185,95.17797242
ligand-53-p-c-18-int1,54,14,40,85,2.264,1.854,0.1125,1.07999,0.37034,0.1771,0.7097,-0.3665,-0.0853,-0.0153,-0.3541,-0.1327,-0.0606,-0.3851,0.0439,-0.08,0.031,0.1766,0.0194,-0.38838,-0.2017,-0.21207,-0.33707,0.14702,0.24242,-0.37231,-0.2017,-0.38838,-0.38838,-0.05789,-0.33707,-0.33707,0.14702,0.22888,-0.38188,0.14702,0.24242,0.6127,0.96749,0.25784,1.0917,0.2812,0.07,1.43409,0.2214,0.0721,0.75544,0.429,0.1239,0.001457,0.523157,-0.168026,0.691183,-0.041,-0.0718,-0.0059,79.5355013,70.22223258,77.06625047,75.43095416,95.42256802,95.42256802,70.22223258,25.20033545,85.42676109,73.64424152,72.82659337,86.24440924,76.24860231,82.8224003,11.78251957,13.41781588,6.573797987,57.37048081,74.30581439,94.17163623,67.24748416,83.61442415,96.67349981,79.82668654,83.07398435
ligand-530-p-o-181-int1,67,1,2,89,2.147,1.965,0.27887,1.36046,-1.03718,0.1445,2.3976,0.0952,-0.2182,0.0498,-0.6037,0.2666,-0.0469,2.1921,-0.6753,0.1227,2.7958,0.9419,0.1696,-1.09126,-0.47281,-0.19337,2.19207,0.04041,0.98785,-1.09126,-0.18942,-1.03718,2.19207,-1.09126,-0.17733,-0.35199,2.19207,0.98785,2.19207,-0.46189,1.36046,0.11727,1.08159,1.31605,0.0664,0.3134,0.268,1.96416,0.8703,0.3135,3.22928,2.8674,0.798,0.11084,0.222507,-0.485988,0.708495,0.2596,-0.1399,-0.0037,84.3551994,91.05013045,74.85324264,95.71841223,75.7990123,95.71841223,74.85324264,20.86516959,85.75871226,82.95168654,93.38427134,75.32612747,85.28582743,83.42457138,2.807025717,18.05814387,1.861256057,82.17014536,60.16120015,67.20555348,93.66846813,97.76835632,84.39247111,89.54528513,99.93011554
ligand-531-p-o-182-int1,69,1,2,90,2.138,1.958,0.28207,1.41899,-1.03908,0.1525,2.4581,0.0414,-0.2156,-0.0879,-0.6732,0.2689,-0.1956,2.1854,-0.6786,0.1328,2.8586,0.9475,0.3284,-1.09834,-0.47507,-0.30695,2.18535,0.04116,0.22564,-1.09834,-0.16462,-1.03908,2.18535,-1.09834,-0.16901,-0.44978,2.18535,0.22564,2.18535,-0.46231,1.41899,0.09207,1.13692,1.32115,0.1486,0.257,0.1277,2.09219,0.9421,0.4645,3.22448,2.864,0.8114,0.257914,0.255484,-0.51161,0.767094,0.2789,-0.171,-0.1172,72.5359905,86.29798733,65.61684681,79.7428252,58.48630265,86.29798733,58.48630265,27.81168468,69.11456392,75.95741707,83.02040626,62.05157473,72.679836,72.39214499,6.842853149,20.96883153,0.287691018,77.45993291,67.66213194,42.09839732,69.45583302,90.02981737,74.87420798,63.57156168,95.13604174
ligand-532-p-o-183-int1,77,1,2,89,2.134,1.958,0.28838,1.40548,-1.03861,0.1417,2.4441,0.0746,-0.2322,-0.0577,-0.6288,0.2513,-0.1641,2.1847,-0.681,0.1298,2.8135,0.9323,0.2939,-1.09498,-0.48038,-0.18219,2.18467,0.03366,0.22893,-1.09498,-0.18774,-1.03861,2.18467,-1.09498,-0.16883,-0.38612,2.18467,0.22893,2.18467,-0.46763,1.40548,0.10498,1.1171,1.32699,0.1088,0.3068,0.1745,2.03428,0.8801,0.4154,3.22331,2.8657,0.8108,0.278748,0.246384,-0.51114,0.757524,0.2813,-0.1464,-0.1033,72.40321003,85.72027581,65.35128587,79.47959374,59.06168468,85.72027581,59.06168468,26.65859113,69.27063921,75.53578084,82.59993477,62.20648528,72.41543981,72.39098025,6.265141633,20.3934495,0.02445956,76.86358554,66.93533358,43.34699963,69.28811032,89.67107715,74.77636974,63.76723817,94.57696608
ligand-55-p-c-20-int1,73,14,40,88,2.141,1.954,0.13218,1.22673,0.26041,0.183,0.9663,-0.3756,-0.0841,0.0309,-0.3762,-0.1266,-0.0374,-0.3747,0.0408,-0.0075,0.0015,0.1674,0.0299,-0.38587,-0.192,-0.21288,-0.36818,0.16048,0.24227,-0.38587,-0.192,-0.37695,-0.37695,-0.06569,-0.36818,-0.36818,0.16048,0.22917,-0.37247,0.16048,0.24227,0.61142,1.09455,0.12823,1.1192,0.2915,0.115,1.60293,0.2496,0.0892,0.63511,0.4155,0.0483,0.424675,0.390096,-0.183522,0.573618,-0.0064,-0.089,0.0239,81.6110697,74.00531122,68.96198286,89.85743571,93.61954901,93.61954901,68.96198286,24.65756616,91.73849236,71.48364704,81.93137346,81.29076593,79.40970928,83.81243012,20.25484532,0.640607529,4.402720835,64.44744689,63.55758479,92.396571,84.07100261,95.6438688,94.84252702,74.36638092,83.56317555
ligand-57-p-c-22-int1,90,46,18,99,2.214,1.988,0.00869,1.4272,0.27091,0.183,1.1563,-0.5039,0.0468,-0.2398,-0.6013,0.077,-0.2778,-0.3578,0.0017,-0.1315,0.2435,0.0753,0.1463,-0.9849,-0.06014,-0.62427,-0.3575,0.41067,0.23929,-0.9849,-0.0359,-0.62427,-0.35808,-0.06014,-0.60346,-0.40939,0.41067,0.21205,-0.3575,0.11642,0.23929,0.84041,1.41851,0.26222,1.353,0.5507,0.2866,2.0285,0.6783,0.3548,0.62871,0.3595,0.1332,-0.482467,0.655633,0.160468,0.495165,-0.2109,0.024,-0.1234,85.66611536,86.726612,71.54071934,95.81857995,88.57855013,95.81857995,71.54071934,24.2778606,92.19856504,79.13366567,91.27259597,80.05963474,83.67964965,87.65258107,13.06489937,11.21296124,3.97293142,77.88389862,56.11721953,84.86768543,92.36395826,99.27320164,92.28941483,86.96421916,95.56932538
ligand-58-p-c-23-int1,86,38,18,98,2.173,1.975,0.06857,1.44536,0.25748,0.1873,1.1879,-0.4984,-0.0403,0.0014,-0.5923,-0.0629,-0.0134,-0.3574,-0.0063,0.0138,0.2349,0.0566,0.0272,-0.97117,-0.19202,-0.40292,-0.35509,0.40908,0.24361,-0.97117,-0.19202,-0.39006,-0.35975,-0.05906,-0.40292,-0.39577,0.40908,0.22108,-0.35509,0.11283,0.24361,0.78283,1.37679,0.18891,1.3498,0.4581,0.0417,2.03766,0.5294,0.0495,0.61488,0.3511,0.0201,-0.009725,0.565865,-0.052139,0.618004,-0.1095,-0.0669,0.035,79.98567369,76.0692322,68.93635855,89.44278792,85.49431606,89.44278792,68.93635855,20.50642937,87.46855199,72.50279538,82.75601006,77.21533731,79.18957324,80.78177413,14.96575662,5.540672754,1.592200895,68.54267611,52.74412971,79.46328736,80.21803951,98.66753634,91.52534476,85.1285874,83.5957883
ligand-59-p-c-24-int1,113,38,18,98,2.003,2.271,0.06857,1.42177,0.27456,0.1837,1.1472,-0.5043,0.0416,-0.1974,-0.6011,0.0765,-0.3228,-0.3593,-0.0109,0.0159,0.2418,0.0874,0.3387,-0.9861,-0.0661,-0.62528,-0.35885,0.41048,0.24193,-0.9861,-0.03464,-0.62528,-0.35971,-0.0661,-0.40254,-0.40793,0.41048,0.18687,-0.35885,0.11308,0.24193,0.77963,1.3532,0.20599,1.3525,0.5459,0.239,2.02287,0.6776,0.3993,0.63386,0.3484,0.0268,-0.009725,0.721973,0.077555,0.644418,-0.1842,0.0409,-0.1159,86.65498043,87.25074543,73.91213194,96.41958628,89.03745807,96.41958628,73.91213194,22.50745434,92.72852218,80.58143869,91.83516586,81.47479501,85.16585911,88.14410175,12.14708349,10.36037085,2.978242639,77.82799105,60.63641446,87.42079761,93.59858367,99.24058889,90.65411852,87.18784942,96.67349981
ligand-81-p-o-7-int1,55,1,30,86,2.137,1.914,0.30616,1.2007,-0.70608,0.1512,1.9068,-0.1979,-0.1358,-0.0492,-0.3942,-0.0564,-0.095,0.3909,-0.2905,0.1973,0.7851,0.2341,0.2923,-0.49527,-0.19433,-0.27135,0.39093,0.0097,0.22714,-0.49527,-0.19433,-0.70608,0.39093,-0.49527,-0.17857,-0.33894,0.39093,0.22714,0.39093,-0.08579,1.2007,0.05886,0.89454,1.01224,0.4452,0.0621,0.0866,1.5949,0.3378,0.0386,1.09698,0.6814,0.4878,0.116368,0.342219,-0.539767,0.881986,0.0302,-0.1129,0.0086,80.93319046,83.12290347,60.953224,97.35370854,82.30292583,97.35370854,60.953224,36.40048453,89.82831718,72.03806373,90.238306,71.62807492,79.15346627,82.71291465,17.79025345,18.61023108,3.559448379,75.08386135,58.34420425,76.61666045,95.27581066,99.43160641,87.9891912,63.56224376,91.16194558
