lig_node,rxn_node,common_neighbor,jaccard_coefficient,preferential_attachment
262,CH2CH(CH2)4Br-ethylene,5,1.0,4
325,CO2-ethylene,2,0.06896551724137931,54
091,ethyl acrylate-ethylene,2,0.5,3
414,PhI-norbonene,0,0.0,3
032,H2-oct-1-ene,2,0.25,12
231,R-Br-R-C=C,0,0.0,4
387,H2-oct-1-ene,0,0.0,6
306,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
153,allyl methyl ether-ethylene,0,0.0,1
253,ethyl vinyl ether-ethylene,3,0.75,4
368,CH2CH(CH2)4Cl-ethylene,15,0.8823529411764706,60
314,H2-oct-1-ene,0,0.0,30
368,N-isopropylacrylamide-ethylene,5,0.7142857142857143,10
111,ethylene-methyl methacrylate,6,1.0,5
184,ethylene-methyl 10-undecenoate,22,1.0,21
325,CH2CH(CH2)9Br-ethylene,0,0.0,4
149,C-H-R-Br,0,0.0,1
460,CH2CH(CH2)9OH-norbonene,0,0.0,3
321,norbonene-styrene,0,0.0,3
201,CH2CH(CH2)4OH-norbonene,0,0.0,3
142,C-H-R-Br,0,0.0,1
239,ethylene-methyl acrylate,102,0.918918918918919,110
471,ethylene-vinyl chloride,3,0.5,5
166,acrylonitrile-ethylene,13,0.9285714285714286,24
252,CH2CH(CH2)9OH-ethylene,14,1.0,33
367,allyl chloride-propylene,0,0.0,2
192,allyl pivalate-propylene,2,0.6666666666666666,2
290,H2-oct-1-ene,0,0.0,18
005,methyl acrylate-propylene,0,0.0,3
223,C-H-R-Br,0,0.0,1
343,CH2CH(CH2)4Cl-ethylene,14,1.0,24
328,CH2CH(CH2)9Cl-ethylene,0,0.0,2
343,N-isopropylacrylamide-ethylene,4,1.0,4
247,CH2CH(CH2)9Br-ethylene,3,1.0,2
294,R-BOH2-R-Cl,0,0.0,6
166,5-hexenyl acetate-ethylene,3,0.75,4
197,allyl trimethoxysilane-ethylene,2,1.0,1
220,dodecyl acrylate-ethylene,2,1.0,1
266,CH2CH(CH2)4OH-norbonene,0,0.0,18
080,CH2CH(CH2)4Cl-ethylene,15,0.9375,48
251,methyl 10-undecenoate-norbonene,0,0.0,9
308,CH2CH(CH2)9OH-ethylene,9,0.6,44
080,N-isopropylacrylamide-ethylene,4,0.6666666666666666,8
111,none-propylene,10,0.7142857142857143,13
141,6FA-ethylene,4,1.0,3
245,CH2CH(CH2)9OH-norbonene,0,0.0,12
220,5-hexene-1-yl-acetate-ethylene,4,1.0,3
077,ethylene-vinyl trimethoxysilane,9,1.0,8
262,NB-COOH-ethylene,4,1.0,3
428,CH2CH(CH2)8CO2Me-ethylene,0,0.0,3
468,R-BOH2-R-Cl,0,0.0,1
305,acrylonitrile-ethylene,17,0.8947368421052632,84
220,ethylene-n-butyl vinyl ether,3,1.0,2
177,H2-oct-1-ene,0,0.0,6
259,allyl ethyl ether-norbonene,0,0.0,6
383,methyl acrylate-propylene,3,0.75,3
153,dodecyl acrylate-ethylene,0,0.0,1
196,methyl 10-undecenoate-norbonene,0,0.0,18
008,allyl trimethoxysilane-ethylene,0,0.0,1
035,ethylene-tert-butyl acrylate,0,0.0,16
305,5-hexenyl acetate-ethylene,5,0.5555555555555556,14
413,butyl vinyl ether-ethylene,0,0.0,20
153,5-hexene-1-yl-acetate-ethylene,0,0.0,3
047,allyl trimethoxysilane-ethylene,0,0.0,1
261,2-vinylfuran-ethylene,5,0.7142857142857143,6
438,allyl trimethoxysilane-ethylene,0,0.0,1
153,ethylene-n-butyl vinyl ether,0,0.0,2
005,CH2CH(CH2)9OH-norbonene,0,0.0,3
384,ethylene-vinyl acetate,12,1.0,11
472,allyl acetate-propylene,0,0.0,3
048,R-Br-R-C=C,0,0.0,4
145,methyl acrylate-norbonene,6,0.6666666666666666,20
214,allyl ethyl ether-ethylene,4,1.0,3
118,acrylonitrile-ethylene,13,1.0,12
317,ethylene-ethylene glycol monoacrylate,2,0.5,3
129,ethylene-vinyl acetate,12,1.0,11
444,CO2-ethylene,3,0.10344827586206896,54
408,allyl trimethoxysilane-ethylene,3,0.3,9
157,none-propylene,10,0.7142857142857143,13
325,allyl pivalate-propylene,0,0.0,4
340,C-H-R-Br,0,0.0,1
377,allyl cyanide-ethylene,0,0.0,2
118,5-hexenyl acetate-ethylene,3,1.0,2
342,NB-COOH-ethylene,6,1.0,9
351,dodecyl acrylate-ethylene,2,1.0,1
391,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
158,CH2CH(CH2)9OH-ethylene,12,1.0,11
162,ethylene-isobornyl acrylate,2,1.0,1
406,allyl pivalate-ethylene,2,1.0,1
383,CH2CH(CH2)9OH-norbonene,0,0.0,3
261,PhI-norbonene,0,0.0,3
093,dodecyl acrylate-ethylene,2,1.0,1
444,CH2CH(CH2)9Br-ethylene,4,1.0,4
143,CH2CH(CH2)9Br-ethylene,3,1.0,2
458,C-H-R-Br,0,0.0,1
121,ethylene-methyl vinyl ketone,2,1.0,1
390,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
351,5-hexene-1-yl-acetate-ethylene,4,1.0,3
226,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
357,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,10
441,none-norbonene,7,0.5,40
420,R-BOH2-R-Cl,0,0.0,2
193,ethylene-vinyl acetate,5,0.4166666666666667,11
093,5-hexene-1-yl-acetate-ethylene,4,1.0,3
322,1-hexene-ethylene,2,0.5,3
224,allyl acetate-propylene,3,0.75,3
327,methyl acrylate-norbonene,0,0.0,5
351,ethylene-n-butyl vinyl ether,3,1.0,2
402,ethyl acrylate-ethylene,2,0.4,4
138,allyl cyanide-propylene,0,0.0,4
140,ethylene-norbonene,12,0.42857142857142855,27
093,ethylene-n-butyl vinyl ether,3,1.0,2
294,FOA-ethylene,4,0.5,12
302,ethylene-vinyl acetate,12,1.0,11
392,methyl acrylate-norbonene,6,1.0,5
403,CH2CH(CH2)4Cl-ethylene,14,0.875,48
403,N-isopropylacrylamide-ethylene,5,0.8333333333333334,8
109,allyl chloride-ethylene,11,1.0,10
087,allyl methyl ether-ethylene,2,0.5,3
018,PhI-norbonene,0,0.0,3
148,ethylene-methyl vinyl ketone,2,1.0,1
139,R-BOH2-R-Br,4,0.2,36
097,R-BOH2-R-Br,2,0.08695652173913043,90
468,FOA-ethylene,0,0.0,2
189,acrylonitrile-ethylene,14,0.875,48
328,norbonene-styrene,0,0.0,3
091,R-BOH2-R-Br,4,0.19047619047619047,54
297,Aryl halide-Phenylboronic acid,0,0.0,5
189,5-hexenyl acetate-ethylene,3,0.5,8
140,allyl ethyl ether-norbonene,0,0.0,3
270,allyl pivalate-ethylene,6,1.0,5
418,allyl chloride-ethylene,0,0.0,10
057,acrylic acid-ethylene,0,0.0,17
162,allyl acetate-norbonene,0,0.0,3
048,allyl acetate-norbonene,0,0.0,3
109,CH2CH(CH2)4Br-norbonene,0,0.0,3
267,5-norbornene-2-yl acetate-ethylene,9,0.6,56
434,ethyl vinyl ether-ethylene,0,0.0,2
286,CH2CH(CH2)9Cl-norbonene,0,0.0,3
081,allyl acetate-norbonene,0,0.0,12
463,allyl trimethoxysilane-ethylene,0,0.0,1
117,H2-oct-1-ene,0,0.0,6
417,CH2CH(CH2)9OH-ethylene,0,0.0,11
401,allyl cyanide-propylene,0,0.0,8
307,CH2CH(CH2)8CO2Me-ethylene,5,0.5555555555555556,18
110,ethylene-vinyl trimethoxysilane,9,1.0,8
131,ethylene-isobornyl acrylate,3,0.5,5
200,dodecyl acrylate-ethylene,2,1.0,1
424,allyl methyl ether-ethylene,0,0.0,1
337,ethylene-ethylene glycol monoacrylate,5,1.0,6
350,R-Br-R-C=C,0,0.0,16
386,R-Br-R-C=C,0,0.0,4
444,allyl pivalate-propylene,4,1.0,4
087,dodecyl acrylate-ethylene,2,0.5,3
200,5-hexene-1-yl-acetate-ethylene,4,1.0,3
198,R-BOH2-R-Cl,0,0.0,5
404,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
443,PhI-norbonene,0,0.0,9
292,R-Br-R-SiOMe3,0,0.0,1
168,none-norbonene,6,0.5,20
346,butyl vinyl ether-ethylene,22,1.0,40
200,ethylene-n-butyl vinyl ether,3,1.0,2
352,methyl 10-undecenoate-norbonene,0,0.0,3
276,1-butene-none,4,1.0,4
395,allyl chloride-propylene,0,0.0,1
231,4-penten-1-ol-ethylene,2,1.0,1
150,ethylene-vinyl acetate,12,1.0,11
297,allyl chloride-propylene,0,0.0,1
216,1-butene-none,3,1.0,2
306,diallyl ether-ethylene,3,1.0,2
378,butyl vinyl ether-ethylene,22,1.0,40
256,allyl cyanide-ethylene,3,0.6,6
432,allyl acetate-propylene,0,0.0,3
087,ethylene-n-butyl vinyl ether,3,0.6,6
087,NB-CH2OH-ethylene,6,1.0,9
397,ethylene-vinyl trimethoxysilane,9,1.0,8
194,CH2CH(CH2)4Br-ethylene,0,0.0,4
272,ethylene-methyl 10-undecenoate,24,0.9230769230769231,105
152,allyl cyanide-ethylene,3,1.0,2
420,FOA-ethylene,2,0.5,4
348,none-norbonene,7,0.5833333333333334,20
197,ethylene-tert-butyl vinyl ether,2,1.0,1
301,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
147,CH2CH(CH2)4Br-ethylene,5,1.0,4
364,ethylene-vinyl acetate,13,1.0,22
281,ethylene-tert-butyl-10-undecenoate,2,0.2222222222222222,8
331,ethylene-methyl 10-undecenoate,23,1.0,42
233,allyl ethyl ether-norbonene,0,0.0,3
437,allyl chloride-ethylene,0,0.0,10
202,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
271,H2-oct-1-ene,0,0.0,12
344,R-Br-R-C=C,0,0.0,8
241,allyl chloride-ethylene,0,0.0,90
323,ethylene-methyl vinyl ketone,2,1.0,1
131,allyl acetate-norbonene,4,0.5,15
085,ethylene-isobornyl acrylate,2,0.2857142857142857,6
310,1-butene-none,5,0.7142857142857143,10
431,methyl 10-undecenoate-norbonene,0,0.0,3
341,ethylene-ethylene glycol monoacrylate,5,1.0,6
435,ethylene-vinyl triethoxysilane,0,0.0,1
219,ethylene-tert-butyl-10-undecenoate,2,1.0,1
039,CO2-ethylene,0,0.0,54
175,ethylene-vinyl triethoxysilane,2,1.0,1
184,allyl pivalate-ethylene,2,1.0,1
031,ethylene-methyl acrylate,102,0.9107142857142857,220
437,CH2CH(CH2)4Br-norbonene,0,0.0,3
367,allyl ethyl ether-ethylene,5,1.0,6
032,R-Br-R-C=C,0,0.0,8
253,ethylene-tert-butyl acrylate,8,0.4444444444444444,32
424,NB-CH2OH-ethylene,0,0.0,3
043,allyl trimethoxysilane-ethylene,0,0.0,1
151,allyl butyl ether-ethylene,4,1.0,3
387,R-Br-R-C=C,0,0.0,4
005,CH2CH(CH2)9OH-ethylene,0,0.0,11
465,allyl cyanide-ethylene,0,0.0,2
135,ethylene-styrene,4,0.5714285714285714,10
039,CH2CH(CH2)9Br-ethylene,0,0.0,4
445,allyl cyanide-propylene,0,0.0,2
194,NB-COOH-ethylene,0,0.0,3
149,ethylene-methyl 10-undecenoate,22,1.0,21
390,C-H-R-Br,0,0.0,1
386,allyl acetate-norbonene,0,0.0,3
142,ethylene-methyl 10-undecenoate,2,0.09090909090909091,21
147,NB-COOH-ethylene,4,1.0,3
223,ethylene-methyl 10-undecenoate,22,1.0,21
290,R-Br-R-C=C,0,0.0,12
082,allyl ethyl ether-norbonene,0,0.0,12
402,R-BOH2-R-Br,6,0.2727272727272727,72
314,ethylene-isobornyl acrylate,3,0.5,5
169,methyl 10-undecenoate-norbonene,0,0.0,3
123,Aryl halide-Phenylboronic acid,0,0.0,10
182,ethylene-methyl 10-undecenoate,22,1.0,21
383,CH2CH(CH2)9OH-ethylene,12,1.0,11
171,1-butene-none,3,1.0,2
201,allyl cyanide-ethylene,3,1.0,2
384,allyl acetate-propylene,3,0.75,3
407,ethyl vinyl ether-ethylene,4,0.4444444444444444,14
085,allyl acetate-norbonene,0,0.0,18
452,CH2CH(CH2)9Cl-ethylene,3,1.0,2
449,CH2CH(CH2)9Cl-norbonene,0,0.0,3
094,DMAA-ethylene,0,0.0,4
195,NB-CH2OH-ethylene,0,0.0,3
240,6FA-ethylene,0,0.0,27
382,1-hexene-ethylene,5,1.0,6
177,R-Br-R-C=C,0,0.0,4
298,acrylic acid-ethylene,18,1.0,17
035,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",0,0.0,1
266,allyl cyanide-ethylene,3,0.375,12
003,ethylene-vinyl triethoxysilane,0,0.0,1
030,ethylene-methyl vinyl ketone,0,0.0,1
057,CO_nonalt-ethylene,0,0.0,21
226,diallyl ether-ethylene,3,1.0,2
378,FOA-ethylene,4,1.0,4
127,CH2CH(CH2)8COOH-ethylene,9,1.0,8
453,CH2CH(CH2)4Br-norbonene,0,0.0,3
164,ethylene-vinyl triethoxysilane,3,1.0,2
123,allyl chloride-propylene,0,0.0,2
207,diallyl ether-ethylene,3,1.0,2
121,ethyl acrylate-ethylene,0,0.0,1
328,ethylene-vinyl chloride,3,0.5,5
326,CH2CH(CH2)9Cl-norbonene,0,0.0,3
324,CH2CH(CH2)4OH-norbonene,0,0.0,3
363,ethyl vinyl ether-ethylene,4,1.0,4
314,allyl acetate-norbonene,0,0.0,15
039,allyl pivalate-propylene,0,0.0,4
467,ethylene-methyl 10-undecenoate,0,0.0,21
220,allyl trimethoxysilane-ethylene,2,1.0,1
302,allyl acetate-propylene,3,0.75,3
116,CH2CH(CH2)8COOH-ethylene,9,1.0,8
340,ethylene-methyl 10-undecenoate,22,1.0,21
146,NB-OCOMe-ethylene,2,1.0,1
151,CH2CH(CH2)8CO2Me-ethylene,4,1.0,3
290,allyl acetate-norbonene,0,0.0,9
262,CH2CH(CH2)4OAc-ethylene,2,1.0,1
277,ethylene-tert-butyl vinyl ether,2,1.0,1
458,ethylene-methyl 10-undecenoate,0,0.0,21
148,ethyl acrylate-ethylene,0,0.0,1
225,butyl acrylate-ethylene,12,0.9230769230769231,12
420,acrylic acid-ethylene,0,0.0,34
055,methyl 10-undecenoate-norbonene,0,0.0,3
153,allyl trimethoxysilane-ethylene,0,0.0,1
073,ethylene-styrene,3,1.0,2
211,R-Br-R-SiOMe3,0,0.0,1
317,R-BOH2-R-Cl,0,0.0,1
158,CH2CH(CH2)9Cl-ethylene,3,1.0,2
244,1-hexene-ethylene,5,0.8333333333333334,9
333,allyl chloride-propylene,0,0.0,1
354,CH2CH(CH2)4Br-ethylene,0,0.0,4
230,R-Br-R-SiOMe3,0,0.0,2
442,ethyl vinyl ether-ethylene,5,0.8333333333333334,8
022,1-butene-none,0,0.0,2
146,R-Br-R-SH,0,0.0,4
166,ethylene-methyl methacrylate,6,0.8571428571428571,10
086,ethylene-vinyl triethoxysilane,3,0.75,3
036,ethylene-styrene,0,0.0,2
177,allyl acetate-norbonene,0,0.0,3
216,2-vinylfuran-ethylene,5,0.7142857142857143,6
231,CH2CH(CH2)4Cl-ethylene,13,1.0,12
269,2-vinylfuran-ethylene,9,0.8181818181818182,30
231,N-isopropylacrylamide-ethylene,3,1.0,2
439,NB-COOH-ethylene,5,1.0,6
423,ethylene-styrene,0,0.0,2
058,CH2CH(CH2)9OH-ethylene,0,0.0,11
229,ethylene-styrene,3,1.0,2
342,C-H-R-Br,0,0.0,3
393,CO2-ethylene,3,0.10714285714285714,27
430,NB-OCOMe-ethylene,2,1.0,1
242,5-norbornene-2-yl acetate-ethylene,0,0.0,63
252,ethylene-ethylene glycol monoacrylate,5,0.8333333333333334,9
441,ethylene-vinyl triethoxysilane,2,0.4,4
466,norbonene-styrene,0,0.0,3
115,allyl pivalate-ethylene,2,1.0,1
192,diallyl ether-ethylene,2,0.6666666666666666,2
190,ethyl vinyl ether-ethylene,0,0.0,2
078,DMAA-ethylene,5,1.0,4
101,allyl ethyl ether-norbonene,0,0.0,6
166,none-propylene,10,0.6666666666666666,26
434,ethylene-tert-butyl acrylate,0,0.0,16
307,5-norbornene-2-yl acetate-ethylene,10,0.7692307692307693,42
425,allyl chloride-ethylene,0,0.0,10
369,norbonene-styrene,0,0.0,15
351,allyl trimethoxysilane-ethylene,2,1.0,1
319,ethylene-vinyl trimethoxysilane,0,0.0,8
276,PhI-norbonene,0,0.0,6
216,PhI-norbonene,0,0.0,3
117,R-Br-R-C=C,0,0.0,4
435,methyl acrylate-norbonene,0,0.0,5
452,norbonene-styrene,0,0.0,3
251,CH2CH(CH2)4Br-ethylene,6,0.8571428571428571,12
310,2-vinylfuran-ethylene,5,0.45454545454545453,30
354,NB-COOH-ethylene,4,1.0,3
175,methyl acrylate-norbonene,6,1.0,5
428,NB-OCOMe-ethylene,0,0.0,1
395,allyl ethyl ether-ethylene,4,1.0,3
059,methyl 10-undecenoate-norbonene,0,0.0,3
054,methyl 10-undecenoate-norbonene,0,0.0,3
297,allyl ethyl ether-ethylene,4,1.0,3
232,ethylene-vinyl acetate,12,1.0,11
088,CH2CH(CH2)8COOH-ethylene,11,0.9166666666666666,32
002,CH2CH(CH2)9Br-ethylene,0,0.0,2
417,CH2CH(CH2)9Cl-ethylene,0,0.0,2
104,methyl 10-undecenoate-norbonene,0,0.0,3
198,acrylic acid-ethylene,21,0.9545454545454546,85
155,ethyl vinyl ether-ethylene,3,1.0,2
427,ethylene-methyl vinyl ketone,0,0.0,1
174,ethylene-norbonene,13,0.4642857142857143,27
196,CH2CH(CH2)4Br-ethylene,6,0.6,24
262,ethylene-methyl methacrylate,6,1.0,5
111,allyl butyl ether-ethylene,4,1.0,3
118,ethylene-methyl methacrylate,6,1.0,5
178,butyl acrylate-ethylene,12,0.9230769230769231,12
298,CO_nonalt-ethylene,7,0.3181818181818182,21
122,H2-oct-1-ene,0,0.0,96
323,ethyl acrylate-ethylene,0,0.0,1
310,PhI-norbonene,0,0.0,15
428,R-Br-R-SH,0,0.0,4
015,butyl acrylate-ethylene,0,0.0,12
033,ethylene-ethylene glycol monoacrylate,0,0.0,3
016,acrylic acid-ethylene,0,0.0,17
331,allyl pivalate-ethylene,3,1.0,2
316,diallyl ether-ethylene,0,0.0,2
309,ethylene-vinyl trimethoxysilane,11,0.7333333333333333,56
337,R-BOH2-R-Cl,0,0.0,2
301,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
421,NB-OCOMe-ethylene,0,0.0,2
291,Aryl halide-Phenylboronic acid,0,0.0,5
262,none-propylene,10,0.7142857142857143,13
171,2-vinylfuran-ethylene,5,0.7142857142857143,6
317,FOA-ethylene,3,1.0,2
202,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
130,ethylene-tert-butyl-10-undecenoate,2,1.0,1
168,ethylene-vinyl triethoxysilane,3,1.0,2
003,methyl acrylate-norbonene,0,0.0,5
183,butyl vinyl ether-ethylene,21,0.9130434782608695,60
456,ethylene-vinyl acetate,0,0.0,11
121,R-BOH2-R-Br,2,0.10526315789473684,18
162,allyl cyanide-propylene,0,0.0,2
393,allyl pivalate-propylene,3,1.0,2
200,allyl trimethoxysilane-ethylene,2,1.0,1
196,NB-COOH-ethylene,6,0.6666666666666666,18
461,NB-COOH-ethylene,2,0.5,3
421,R-Br-R-SH,0,0.0,8
007,methyl 10-undecenoate-norbonene,0,0.0,3
253,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,0.6666666666666666,2
447,ethylene-tert-butyl-10-undecenoate,2,0.6666666666666666,2
149,allyl pivalate-ethylene,2,1.0,1
164,methyl acrylate-norbonene,6,0.8571428571428571,10
087,allyl trimethoxysilane-ethylene,4,1.0,3
271,ethylene-isobornyl acrylate,3,1.0,2
289,Aryl halide-Phenylboronic acid,0,0.0,5
348,ethylene-vinyl triethoxysilane,2,0.6666666666666666,2
142,allyl pivalate-ethylene,2,1.0,1
171,PhI-norbonene,0,0.0,3
157,allyl butyl ether-ethylene,4,1.0,3
189,ethylene-methyl methacrylate,7,0.7777777777777778,20
287,none-norbonene,6,0.5454545454545454,10
223,allyl pivalate-ethylene,2,1.0,1
471,H2-oct-1-ene,0,0.0,6
120,ethylene-ethylene glycol monoacrylate,4,1.0,3
132,allyl chloride-propylene,0,0.0,5
251,acrylonitrile-ethylene,15,1.0,36
334,allyl methyl ether-ethylene,2,1.0,1
002,allyl pivalate-propylene,0,0.0,2
207,none-norbonene,6,0.5454545454545454,10
390,ethylene-methyl 10-undecenoate,22,1.0,21
291,allyl chloride-propylene,0,0.0,1
148,R-BOH2-R-Br,2,0.10526315789473684,18
251,5-hexenyl acetate-ethylene,4,0.8,6
135,1-butene-none,4,0.5714285714285714,10
341,R-BOH2-R-Cl,0,0.0,2
030,ethyl acrylate-ethylene,0,0.0,1
250,methyl acrylate-norbonene,6,1.0,5
419,allyl acetate-propylene,0,0.0,9
321,acrylic acid-ethylene,3,0.16666666666666666,17
415,ethyl acrylate-ethylene,0,0.0,1
220,ethylene-tert-butyl vinyl ether,2,1.0,1
189,none-propylene,7,0.4117647058823529,52
345,ethylene-vinyl triethoxysilane,2,0.6666666666666666,2
407,ethylene-tert-butyl acrylate,10,0.43478260869565216,112
111,CH2CH(CH2)8CO2Me-ethylene,4,1.0,3
044,CH2CH(CH2)9Br-ethylene,0,0.0,2
274,ethyl vinyl ether-ethylene,3,1.0,2
289,allyl chloride-propylene,0,0.0,1
383,CH2CH(CH2)9Cl-ethylene,3,1.0,2
153,ethylene-tert-butyl vinyl ether,0,0.0,1
123,allyl ethyl ether-ethylene,5,1.0,6
409,ethylene-methyl vinyl ketone,3,0.375,7
086,methyl acrylate-norbonene,6,0.75,15
417,norbonene-styrene,0,0.0,3
271,allyl acetate-norbonene,0,0.0,6
022,2-vinylfuran-ethylene,0,0.0,6
131,allyl cyanide-propylene,0,0.0,10
347,DMAA-ethylene,5,1.0,4
095,ethylene-vinyl acetate,5,0.4166666666666667,11
191,allyl ethyl ether-norbonene,0,0.0,3
212,acrylonitrile-ethylene,13,1.0,12
337,FOA-ethylene,4,1.0,4
416,Aryl halide-Phenylboronic acid,0,0.0,5
460,ethylene-ethylene glycol monoacrylate,2,0.5,3
335,acrylonitrile-ethylene,14,1.0,24
405,ethylene-vinyl triethoxysilane,2,1.0,1
441,methyl acrylate-norbonene,7,0.7777777777777778,20
267,CH2CH(CH2)4Br-norbonene,0,0.0,24
212,5-hexenyl acetate-ethylene,3,1.0,2
194,CH2CH(CH2)4OAc-ethylene,0,0.0,1
238,ethyl vinyl ether-ethylene,3,0.75,4
340,allyl pivalate-ethylene,2,1.0,1
299,CH2CH(CH2)8COOH-ethylene,9,1.0,8
304,ethylene-norbonene,13,0.4642857142857143,27
466,ethylene-vinyl chloride,3,0.5,5
334,NB-CH2OH-ethylene,4,1.0,3
335,5-hexenyl acetate-ethylene,4,1.0,4
147,CH2CH(CH2)4OAc-ethylene,2,1.0,1
198,CO_nonalt-ethylene,9,0.34615384615384615,105
352,CH2CH(CH2)4Br-ethylene,5,1.0,4
455,ethylene-isobornyl acrylate,2,1.0,1
192,none-norbonene,0,0.0,10
428,methyl acrylate-propylene,0,0.0,3
384,CH2CH(CH2)4OH-norbonene,0,0.0,3
369,ethylene-vinyl chloride,7,0.7,25
057,ethylene-isobornyl acrylate,0,0.0,1
022,PhI-norbonene,0,0.0,3
458,allyl pivalate-ethylene,0,0.0,1
140,ethylene-styrene,3,1.0,2
141,allyl acetate-propylene,2,0.5,3
245,ethylene-ethylene glycol monoacrylate,4,0.5714285714285714,12
448,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
351,ethylene-tert-butyl vinyl ether,2,1.0,1
452,ethylene-vinyl chloride,5,0.8333333333333334,5
038,allyl ethyl ether-norbonene,0,0.0,48
129,CH2CH(CH2)4OH-norbonene,0,0.0,3
016,CO_nonalt-ethylene,0,0.0,21
093,ethylene-tert-butyl vinyl ether,2,1.0,1
225,allyl acetate-ethylene,23,0.9583333333333334,23
323,R-BOH2-R-Br,3,0.15789473684210525,18
324,allyl cyanide-ethylene,0,0.0,2
454,CH2CH(CH2)8COOH-ethylene,9,1.0,8
344,CH2CH(CH2)4Cl-ethylene,14,1.0,24
113,allyl ethyl ether-norbonene,0,0.0,3
442,ethylene-tert-butyl acrylate,11,0.55,64
085,allyl cyanide-propylene,0,0.0,12
341,FOA-ethylene,4,1.0,4
294,ethylene-vinyl trimethoxysilane,11,0.7857142857142857,48
004,5-norbornene-2-yl acetate-ethylene,0,0.0,7
272,allyl ethyl ether-norbonene,0,0.0,15
044,allyl pivalate-propylene,0,0.0,2
431,CH2CH(CH2)4Br-ethylene,0,0.0,4
073,1-butene-none,3,1.0,2
436,allyl chloride-ethylene,0,0.0,10
380,R-BOH2-R-OH,0,0.0,8
032,CH2CH(CH2)4Cl-ethylene,13,0.9285714285714286,24
032,N-isopropylacrylamide-ethylene,3,0.75,4
193,CH2CH(CH2)4OH-norbonene,0,0.0,3
352,NB-COOH-ethylene,4,1.0,3
005,ethylene-ethylene glycol monoacrylate,0,0.0,3
210,ethylene-vinyl acetate,12,1.0,11
387,CH2CH(CH2)4Cl-ethylene,13,1.0,12
099,ethylene-ethylene glycol monoacrylate,4,0.3333333333333333,27
295,butyl vinyl ether-ethylene,21,1.0,20
468,ethylene-vinyl trimethoxysilane,0,0.0,8
342,ethylene-methyl 10-undecenoate,23,0.9583333333333334,63
036,1-butene-none,0,0.0,2
105,ethyl vinyl ether-ethylene,3,1.0,2
234,Aryl halide-Phenylboronic acid,0,0.0,5
428,CH2CH(CH2)9OH-norbonene,0,0.0,3
455,allyl acetate-norbonene,0,0.0,3
423,1-butene-none,0,0.0,2
138,methyl 10-undecenoate-norbonene,0,0.0,6
253,C-H-R-Br,0,0.0,2
434,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",0,0.0,1
009,allyl chloride-ethylene,0,0.0,10
168,methyl acrylate-norbonene,6,0.8571428571428571,10
073,ethylene-methyl acrylate,102,0.918918918918919,110
058,CH2CH(CH2)9Cl-ethylene,0,0.0,2
181,CH2CH(CH2)8COOH-ethylene,9,1.0,8
416,4-penten-1-ol-ethylene,0,0.0,1
457,ethylene-vinyl triethoxysilane,0,0.0,1
410,CH2CH(CH2)9Cl-norbonene,0,0.0,3
314,allyl cyanide-propylene,0,0.0,10
194,ethylene-methyl methacrylate,2,0.3333333333333333,5
233,ethylene-styrene,3,1.0,2
169,CH2CH(CH2)4Br-ethylene,5,1.0,4
036,ethylene-methyl acrylate,0,0.0,110
149,allyl ethyl ether-norbonene,0,0.0,3
075,ethylene-vinyl acetate,12,1.0,11
353,CH2CH(CH2)8COOH-ethylene,9,1.0,8
321,CO_nonalt-ethylene,3,0.13636363636363635,21
009,CH2CH(CH2)4Br-norbonene,0,0.0,3
423,ethylene-methyl acrylate,0,0.0,110
439,C-H-R-Br,0,0.0,2
348,methyl acrylate-norbonene,7,1.0,10
200,ethylene-tert-butyl vinyl ether,2,1.0,1
343,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,10
252,R-BOH2-R-Cl,0,0.0,3
133,R-Br-R-SiOMe3,0,0.0,4
203,diallyl ether-ethylene,3,1.0,2
155,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
030,R-BOH2-R-Br,2,0.10526315789473684,18
071,ethylene-tert-butyl-10-undecenoate,0,0.0,2
229,ethylene-methyl acrylate,102,0.918918918918919,110
285,allyl acetate-propylene,4,0.6666666666666666,9
194,none-propylene,3,0.21428571428571427,13
308,R-BOH2-R-Cl,0,0.0,4
182,allyl ethyl ether-norbonene,0,0.0,3
019,CH2CH(CH2)9Cl-norbonene,0,0.0,3
178,allyl acetate-ethylene,23,0.9583333333333334,23
