lig_node,rxn_node,common_neighbor,jaccard_coefficient,preferential_attachment
047,allyl pivalate-ethylene,0,0.0,1
325,FOA-ethylene,4,1.0,4
452,DMAA-ethylene,5,1.0,4
438,allyl pivalate-ethylene,0,0.0,1
229,allyl chloride-ethylene,11,1.0,10
102,allyl pivalate-propylene,4,1.0,4
425,R-Br-R-SiOMe3,0,0.0,1
434,none-norbonene,0,0.0,10
268,methyl acrylate-propylene,4,0.8,6
150,Aryl halide-Phenylboronic acid,0,0.0,5
014,ethylene-vinyl chloride,0,0.0,5
247,FOA-ethylene,2,0.6666666666666666,2
029,norbonene-styrene,0,0.0,3
306,ethylene-vinyl acetate,12,1.0,11
361,allyl butyl ether-ethylene,4,0.8,6
408,allyl pivalate-ethylene,4,0.4,9
197,allyl butyl ether-ethylene,4,1.0,3
367,PhI-norbonene,0,0.0,6
356,ethylene-vinyl chloride,6,0.8571428571428571,10
254,allyl acetate-propylene,4,0.8,6
121,5-norbornene-2-yl acetate-ethylene,8,1.0,7
229,CH2CH(CH2)4Br-norbonene,0,0.0,3
431,ethylene-tert-butyl-10-undecenoate,0,0.0,1
168,ethylene-vinyl trimethoxysilane,10,1.0,16
302,4-penten-1-ol-ethylene,2,1.0,1
364,Aryl halide-Phenylboronic acid,0,0.0,10
311,allyl methyl ether-ethylene,0,0.0,1
440,allyl acetate-propylene,4,0.8,6
072,ethylene-isobornyl acrylate,0,0.0,1
449,ethyl vinyl ether-ethylene,3,1.0,2
022,NB-CH2OH-ethylene,0,0.0,3
002,ethylene-ethylene glycol monoacrylate,0,0.0,3
205,allyl ethyl ether-ethylene,4,1.0,3
409,R-BOH2-R-OH,0,0.0,28
053,6FA-ethylene,0,0.0,3
159,CH2CH(CH2)9Cl-ethylene,3,1.0,2
422,CH2CH(CH2)4OH-norbonene,0,0.0,6
270,CH2CH(CH2)9Cl-norbonene,0,0.0,15
156,allyl acetate-propylene,3,0.75,3
161,ethylene-isobornyl acrylate,2,1.0,1
147,ethylene-vinyl triethoxysilane,2,1.0,1
348,ethylene-vinyl trimethoxysilane,10,1.0,16
342,methyl acrylate-norbonene,7,0.875,15
328,ethylene-methyl vinyl ketone,2,1.0,1
248,allyl cyanide-ethylene,4,0.5714285714285714,10
106,R-BOH2-R-Br,4,0.2,36
150,allyl chloride-propylene,0,0.0,1
122,R-BOH2-R-Br,4,0.11764705882352941,288
359,ethylene-tert-butyl acrylate,9,0.5,32
148,5-norbornene-2-yl acetate-ethylene,8,1.0,7
053,ethylene-tert-butyl-10-undecenoate,0,0.0,1
153,ethylene-methyl 10-undecenoate,0,0.0,21
312,allyl acetate-propylene,5,1.0,6
268,CH2CH(CH2)9OH-norbonene,0,0.0,6
385,allyl cyanide-ethylene,3,1.0,2
249,CO2-ethylene,3,0.10714285714285714,27
459,allyl trimethoxysilane-ethylene,0,0.0,1
326,ethyl vinyl ether-ethylene,2,0.6666666666666666,2
284,allyl ethyl ether-norbonene,0,0.0,3
364,allyl chloride-propylene,0,0.0,2
432,CH2CH(CH2)4Cl-ethylene,0,0.0,12
432,N-isopropylacrylamide-ethylene,0,0.0,2
311,dodecyl acrylate-ethylene,0,0.0,1
260,allyl ethyl ether-norbonene,0,0.0,18
228,R-BOH2-R-OH,0,0.0,4
128,allyl pivalate-propylene,3,1.0,2
315,allyl cyanide-ethylene,4,0.26666666666666666,26
255,ethylene-isobornyl acrylate,4,0.4,9
117,ethylene-styrene,3,1.0,2
463,allyl pivalate-ethylene,0,0.0,1
141,R-Br-R-C=C,0,0.0,4
167,allyl ethyl ether-norbonene,0,0.0,6
412,allyl acetate-propylene,3,0.75,3
155,diallyl ether-ethylene,3,1.0,2
311,5-hexene-1-yl-acetate-ethylene,0,0.0,3
444,FOA-ethylene,4,1.0,4
143,FOA-ethylene,3,1.0,2
139,CH2CH(CH2)4Br-norbonene,0,0.0,6
097,CH2CH(CH2)4Br-norbonene,0,0.0,15
203,butyl vinyl ether-ethylene,21,1.0,20
311,ethylene-n-butyl vinyl ether,0,0.0,2
041,ethylene-norbonene,14,0.358974358974359,324
273,allyl cyanide-ethylene,3,1.0,2
240,H2-oct-1-ene,0,0.0,54
311,NB-CH2OH-ethylene,0,0.0,3
161,allyl acetate-norbonene,0,0.0,3
091,CH2CH(CH2)4Br-norbonene,0,0.0,9
112,acrylic acid-ethylene,18,1.0,17
151,1-hexene-ethylene,4,1.0,3
339,NB-OCOMe-ethylene,2,0.6666666666666666,2
299,allyl cyanide-propylene,0,0.0,2
031,norbonene-styrene,0,0.0,6
079,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
361,CH2CH(CH2)8CO2Me-ethylene,5,1.0,6
391,ethylene-vinyl acetate,12,1.0,11
134,NB-OCOMe-ethylene,2,0.5,3
427,CH2CH(CH2)8CO2Me-ethylene,0,0.0,3
471,R-BOH2-R-Br,0,0.0,18
464,NB-OCOMe-ethylene,0,0.0,1
146,allyl acetate-ethylene,23,0.9583333333333334,23
405,ethylene-vinyl trimethoxysilane,9,1.0,8
172,ethylene-norbonene,13,0.4642857142857143,27
226,ethylene-vinyl acetate,12,1.0,11
357,ethylene-vinyl acetate,13,1.0,22
237,ethylene-vinyl acetate,12,1.0,11
184,CH2CH(CH2)9Cl-norbonene,0,0.0,3
253,ethylene-vinyl triethoxysilane,2,0.6666666666666666,2
243,CH2CH(CH2)9Cl-ethylene,3,0.75,4
321,ethyl acrylate-ethylene,0,0.0,1
407,none-norbonene,7,0.4117647058823529,70
454,allyl cyanide-propylene,0,0.0,2
339,R-Br-R-SH,0,0.0,8
416,ethylene-styrene,0,0.0,2
286,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
039,R-BOH2-R-Cl,0,0.0,2
099,allyl trimethoxysilane-ethylene,9,0.9,9
323,5-norbornene-2-yl acetate-ethylene,8,1.0,7
269,allyl trimethoxysilane-ethylene,2,0.3333333333333333,5
451,CH2CH(CH2)4OH-norbonene,0,0.0,3
464,R-Br-R-SH,0,0.0,4
044,ethylene-ethylene glycol monoacrylate,0,0.0,3
293,CO2-ethylene,3,0.10714285714285714,27
386,ethylene-methyl acrylate,102,0.918918918918919,110
033,ethylene-tert-butyl vinyl ether,0,0.0,1
006,R-Br-R-SH,0,0.0,4
172,allyl ethyl ether-norbonene,0,0.0,3
114,norbonene-styrene,0,0.0,3
256,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,15
247,acrylic acid-ethylene,18,1.0,17
338,CH2CH(CH2)4OH-norbonene,0,0.0,6
277,allyl butyl ether-ethylene,4,1.0,3
334,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
439,ethylene-vinyl triethoxysilane,2,0.6666666666666666,2
384,CH2CH(CH2)4Cl-ethylene,13,1.0,12
430,allyl acetate-ethylene,23,0.9583333333333334,23
159,norbonene-styrene,0,0.0,3
176,6FA-ethylene,4,1.0,3
249,allyl pivalate-propylene,3,1.0,2
384,N-isopropylacrylamide-ethylene,3,1.0,2
293,CH2CH(CH2)9Br-ethylene,3,1.0,2
297,2-vinylfuran-ethylene,5,0.7142857142857143,6
152,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
047,allyl ethyl ether-norbonene,0,0.0,3
009,ethylene-none,3,0.009615384615384616,311
330,CH2CH(CH2)4OH-norbonene,0,0.0,6
129,N-isopropylacrylamide-ethylene,3,1.0,2
381,allyl ethyl ether-ethylene,5,1.0,6
363,none-norbonene,7,0.5833333333333334,20
228,allyl butyl ether-ethylene,4,1.0,3
043,allyl pivalate-ethylene,0,0.0,1
074,CH2CH(CH2)4OH-norbonene,0,0.0,3
285,R-Br-R-C=C,0,0.0,12
084,CH2CH(CH2)9Cl-ethylene,4,0.8,6
365,6FA-ethylene,5,1.0,6
408,allyl ethyl ether-norbonene,0,0.0,27
187,CH2CH(CH2)4OH-norbonene,0,0.0,21
428,allyl acetate-ethylene,0,0.0,23
029,ethylene-vinyl chloride,0,0.0,5
204,allyl trimethoxysilane-ethylene,2,1.0,1
165,CH2CH(CH2)4OH-norbonene,0,0.0,6
089,methyl 10-undecenoate-norbonene,0,0.0,18
154,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
274,diallyl ether-ethylene,3,1.0,2
429,ethylene-norbonene,13,0.4642857142857143,27
193,allyl ethyl ether-ethylene,3,0.75,3
353,allyl cyanide-propylene,0,0.0,2
370,ethylene-norbonene,13,0.4642857142857143,27
090,allyl methyl ether-ethylene,4,0.8,4
120,ethylene-tert-butyl vinyl ether,2,1.0,1
457,ethylene-vinyl trimethoxysilane,0,0.0,8
398,allyl cyanide-ethylene,3,1.0,2
465,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
078,R-BOH2-R-OH,0,0.0,4
234,ethylene-styrene,3,1.0,2
059,ethylene-tert-butyl-10-undecenoate,0,0.0,1
032,ethylene-methyl acrylate,102,0.9107142857142857,220
302,CH2CH(CH2)4Cl-ethylene,13,1.0,12
419,4-penten-1-ol-ethylene,0,0.0,3
442,none-norbonene,7,0.5,40
302,N-isopropylacrylamide-ethylene,3,1.0,2
126,acrylic acid-ethylene,18,1.0,17
387,ethylene-methyl acrylate,102,0.918918918918919,110
322,acrylonitrile-ethylene,2,0.15384615384615385,12
030,5-norbornene-2-yl acetate-ethylene,0,0.0,7
225,CH2CH(CH2)4Br-ethylene,5,1.0,4
016,R-BOH2-R-Br,2,0.10526315789473684,18
415,5-norbornene-2-yl acetate-ethylene,0,0.0,7
436,R-Br-R-SiOMe3,2,1.0,1
147,methyl acrylate-norbonene,6,1.0,5
280,NB-OCOMe-ethylene,2,1.0,1
092,ethylene-norbonene,15,0.4838709677419355,108
046,CO2-ethylene,2,0.07142857142857142,27
426,allyl cyanide-propylene,0,0.0,2
322,5-hexenyl acetate-ethylene,3,1.0,2
402,CH2CH(CH2)4Br-norbonene,0,0.0,12
424,ethylene-methyl 10-undecenoate,0,0.0,21
409,CH2CH(CH2)8CO2Me-ethylene,7,0.7,21
238,diallyl ether-ethylene,3,0.75,4
433,ethylene-isobornyl acrylate,0,0.0,1
296,allyl methyl ether-ethylene,2,1.0,1
421,allyl acetate-ethylene,0,0.0,46
091,CH2CH(CH2)9OH-ethylene,14,1.0,33
100,allyl cyanide-ethylene,3,0.375,12
143,acrylic acid-ethylene,18,1.0,17
232,Aryl halide-Phenylboronic acid,0,0.0,5
268,CH2CH(CH2)9OH-ethylene,13,1.0,22
166,CH2CH(CH2)8COOH-ethylene,10,1.0,16
201,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
377,diallyl ether-ethylene,0,0.0,2
190,none-norbonene,0,0.0,10
046,CH2CH(CH2)9Br-ethylene,0,0.0,2
039,FOA-ethylene,0,0.0,4
009,R-Br-R-SiOMe3,0,0.0,1
293,allyl pivalate-propylene,3,1.0,2
318,allyl ethyl ether-norbonene,0,0.0,3
112,CO_nonalt-ethylene,7,0.3181818181818182,21
280,R-Br-R-SH,0,0.0,4
151,butyl acrylate-ethylene,12,0.9230769230769231,12
257,ethyl vinyl ether-ethylene,4,0.5,12
243,norbonene-styrene,0,0.0,6
266,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,30
300,allyl trimethoxysilane-ethylene,2,1.0,1
358,CH2CH(CH2)4OH-norbonene,0,0.0,6
177,ethylene-methyl acrylate,102,0.918918918918919,110
394,ethylene-norbonene,13,0.4642857142857143,27
389,R-BOH2-R-OH,0,0.0,4
328,ethyl acrylate-ethylene,0,0.0,1
460,ethylene-tert-butyl vinyl ether,0,0.0,1
461,ethylene-vinyl triethoxysilane,0,0.0,1
220,allyl pivalate-ethylene,2,1.0,1
305,CH2CH(CH2)8COOH-ethylene,13,0.8666666666666667,56
225,NB-COOH-ethylene,4,1.0,3
090,ethylene-n-butyl vinyl ether,5,0.8333333333333334,8
228,CH2CH(CH2)8CO2Me-ethylene,4,1.0,3
339,methyl acrylate-propylene,4,0.8,6
090,NB-CH2OH-ethylene,4,0.5714285714285714,12
449,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
155,none-norbonene,6,0.5454545454545454,10
281,ethylene-isobornyl acrylate,4,0.4444444444444444,8
215,ethylene-styrene,3,1.0,2
150,allyl ethyl ether-ethylene,4,1.0,3
464,methyl acrylate-propylene,0,0.0,3
246,ethylene-tert-butyl-10-undecenoate,2,0.6666666666666666,2
115,CH2CH(CH2)9Cl-norbonene,0,0.0,3
393,butyl vinyl ether-ethylene,21,1.0,20
027,allyl cyanide-propylene,0,0.0,2
434,ethylene-vinyl triethoxysilane,0,0.0,1
006,methyl acrylate-propylene,0,0.0,3
433,allyl acetate-norbonene,0,0.0,3
321,R-BOH2-R-Br,3,0.15789473684210525,18
123,2-vinylfuran-ethylene,6,0.75,12
153,allyl pivalate-ethylene,0,0.0,1
031,ethylene-vinyl chloride,5,0.7142857142857143,10
456,Aryl halide-Phenylboronic acid,0,0.0,5
245,ethylene-tert-butyl vinyl ether,2,0.4,4
076,methyl 10-undecenoate-norbonene,0,0.0,3
219,ethylene-isobornyl acrylate,2,1.0,1
296,ethylene-n-butyl vinyl ether,3,1.0,2
359,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",3,1.0,2
111,1-hexene-ethylene,4,1.0,3
296,NB-CH2OH-ethylene,4,1.0,3
247,CO_nonalt-ethylene,7,0.3181818181818182,21
313,ethylene-norbonene,3,0.10714285714285714,27
466,ethylene-methyl vinyl ketone,0,0.0,1
396,diallyl ether-ethylene,3,1.0,2
360,methyl 10-undecenoate-norbonene,0,0.0,6
364,allyl ethyl ether-ethylene,5,1.0,6
071,acrylic acid-ethylene,0,0.0,34
253,methyl acrylate-norbonene,6,0.8571428571428571,10
118,CH2CH(CH2)8COOH-ethylene,9,1.0,8
218,allyl ethyl ether-norbonene,0,0.0,12
178,CH2CH(CH2)4Br-ethylene,5,1.0,4
326,ethylene-tert-butyl acrylate,2,0.11764705882352941,16
002,butyl vinyl ether-ethylene,0,0.0,20
011,allyl ethyl ether-norbonene,0,0.0,3
422,allyl cyanide-ethylene,0,0.0,4
369,ethylene-methyl vinyl ketone,3,0.5,5
015,CH2CH(CH2)4Br-ethylene,0,0.0,4
077,CH2CH(CH2)9Br-ethylene,3,1.0,2
002,R-BOH2-R-Cl,0,0.0,1
119,CH2CH(CH2)4OH-norbonene,0,0.0,3
413,allyl chloride-propylene,0,0.0,1
452,ethylene-methyl vinyl ketone,2,1.0,1
046,allyl pivalate-propylene,0,0.0,2
339,CH2CH(CH2)9OH-norbonene,0,0.0,6
144,R-Br-R-C=C,0,0.0,16
232,4-penten-1-ol-ethylene,2,1.0,1
332,CH2CH(CH2)4OH-norbonene,0,0.0,6
020,ethylene-ethylene glycol monoacrylate,0,0.0,3
060,6FA-ethylene,0,0.0,3
099,ethylene-tert-butyl vinyl ether,2,0.2,9
114,ethylene-vinyl chloride,5,0.8333333333333334,5
439,methyl acrylate-norbonene,7,1.0,10
287,ethylene-vinyl trimethoxysilane,9,1.0,8
303,acrylic acid-ethylene,18,1.0,17
357,allyl acetate-propylene,4,0.8,6
399,ethylene-ethylene glycol monoacrylate,4,1.0,3
237,allyl acetate-propylene,3,0.75,3
464,CH2CH(CH2)9OH-norbonene,0,0.0,3
281,allyl acetate-norbonene,0,0.0,24
351,allyl pivalate-ethylene,2,1.0,1
010,allyl acetate-propylene,0,0.0,3
259,allyl methyl ether-ethylene,2,0.6666666666666666,2
006,CH2CH(CH2)9OH-norbonene,0,0.0,3
159,ethylene-vinyl chloride,5,0.8333333333333334,5
331,CH2CH(CH2)9Cl-norbonene,0,0.0,6
437,DMAA-ethylene,0,0.0,4
060,ethylene-tert-butyl-10-undecenoate,0,0.0,1
080,6FA-ethylene,6,0.8571428571428571,12
355,norbonene-styrene,0,0.0,9
227,ethylene-ethylene glycol monoacrylate,4,1.0,3
240,R-Br-R-C=C,0,0.0,36
079,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
178,NB-COOH-ethylene,4,1.0,3
219,allyl acetate-norbonene,0,0.0,3
058,DMAA-ethylene,0,0.0,4
126,CO_nonalt-ethylene,7,0.3181818181818182,21
015,NB-COOH-ethylene,0,0.0,3
042,ethylene-norbonene,0,0.0,27
189,CH2CH(CH2)8COOH-ethylene,9,0.75,32
430,dodecyl acrylate-ethylene,2,1.0,1
095,Aryl halide-Phenylboronic acid,0,0.0,5
285,4-penten-1-ol-ethylene,2,0.5,3
098,CO2-ethylene,3,0.10714285714285714,27
430,5-hexene-1-yl-acetate-ethylene,4,1.0,3
117,ethylene-methyl acrylate,102,0.918918918918919,110
204,ethylene-tert-butyl vinyl ether,2,1.0,1
149,CH2CH(CH2)9Cl-norbonene,0,0.0,3
456,4-penten-1-ol-ethylene,0,0.0,1
143,CO_nonalt-ethylene,5,0.22727272727272727,21
274,none-norbonene,6,0.5454545454545454,10
430,ethylene-n-butyl vinyl ether,3,1.0,2
142,CH2CH(CH2)9Cl-norbonene,0,0.0,3
286,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
283,R-Br-R-C=C,0,0.0,4
280,methyl acrylate-propylene,3,0.75,3
311,allyl trimethoxysilane-ethylene,0,0.0,1
412,CH2CH(CH2)4OH-norbonene,0,0.0,3
223,CH2CH(CH2)9Cl-norbonene,0,0.0,3
158,ethylene-methyl vinyl ketone,2,1.0,1
419,CH2CH(CH2)4Cl-ethylene,0,0.0,36
419,N-isopropylacrylamide-ethylene,0,0.0,6
416,1-butene-none,0,0.0,2
382,acrylonitrile-ethylene,14,1.0,24
078,CH2CH(CH2)8CO2Me-ethylene,4,1.0,3
093,allyl butyl ether-ethylene,4,1.0,3
382,5-hexenyl acetate-ethylene,4,1.0,4
259,NB-CH2OH-ethylene,4,0.8,6
349,ethyl vinyl ether-ethylene,4,0.5,12
002,FOA-ethylene,0,0.0,2
238,none-norbonene,6,0.5,20
072,allyl cyanide-propylene,0,0.0,2
095,allyl chloride-propylene,0,0.0,1
278,norbonene-styrene,0,0.0,3
451,allyl cyanide-ethylene,3,1.0,2
453,DMAA-ethylene,5,1.0,4
044,butyl vinyl ether-ethylene,0,0.0,20
379,R-Br-R-SiOMe3,0,0.0,2
328,R-BOH2-R-Br,3,0.15789473684210525,18
087,allyl pivalate-ethylene,2,0.5,3
044,R-BOH2-R-Cl,0,0.0,1
161,allyl cyanide-propylene,0,0.0,2
388,ethyl vinyl ether-ethylene,3,1.0,2
121,CH2CH(CH2)4Br-norbonene,0,0.0,3
243,ethylene-vinyl chloride,5,0.7142857142857143,10
461,methyl acrylate-norbonene,0,0.0,5
154,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
210,Aryl halide-Phenylboronic acid,0,0.0,5
145,methyl 10-undecenoate-norbonene,0,0.0,12
280,CH2CH(CH2)9OH-norbonene,0,0.0,3
110,CH2CH(CH2)9Br-ethylene,3,1.0,2
330,allyl cyanide-ethylene,3,0.75,4
111,butyl acrylate-ethylene,12,0.9230769230769231,12
346,allyl chloride-propylene,0,0.0,2
421,5-hexene-1-yl-acetate-ethylene,0,0.0,6
208,allyl acetate-propylene,3,0.75,3
403,6FA-ethylene,7,1.0,12
071,CO_nonalt-ethylene,0,0.0,42
376,allyl ethyl ether-norbonene,4,1.0,3
401,6FA-ethylene,7,1.0,12
206,acrylic acid-ethylene,18,1.0,17
389,CH2CH(CH2)8CO2Me-ethylene,4,1.0,3
417,ethylene-methyl vinyl ketone,0,0.0,1
128,diallyl ether-ethylene,3,1.0,2
434,methyl acrylate-norbonene,0,0.0,5
340,CH2CH(CH2)9Cl-norbonene,0,0.0,3
187,allyl cyanide-ethylene,3,0.3333333333333333,14
409,5-norbornene-2-yl acetate-ethylene,10,0.7142857142857143,49
148,CH2CH(CH2)4Br-norbonene,0,0.0,3
397,CO2-ethylene,3,0.10714285714285714,27
141,CH2CH(CH2)4Cl-ethylene,2,0.15384615384615385,12
141,N-isopropylacrylamide-ethylene,3,1.0,2
165,allyl cyanide-ethylene,4,1.0,4
244,acrylonitrile-ethylene,14,0.9333333333333333,36
255,allyl cyanide-propylene,3,0.2727272727272727,18
234,1-butene-none,3,1.0,2
098,allyl pivalate-propylene,3,1.0,2
362,allyl ethyl ether-norbonene,0,0.0,15
336,ethylene-norbonene,15,0.5172413793103449,54
401,ethylene-tert-butyl-10-undecenoate,2,0.4,4
200,allyl butyl ether-ethylene,4,1.0,3
244,5-hexenyl acetate-ethylene,4,0.8,6
458,CH2CH(CH2)9Cl-norbonene,0,0.0,3
291,2-vinylfuran-ethylene,5,0.7142857142857143,6
075,Aryl halide-Phenylboronic acid,0,0.0,5
448,ethylene-vinyl triethoxysilane,2,1.0,1
105,none-norbonene,6,0.5454545454545454,10
303,CO_nonalt-ethylene,7,0.3181818181818182,21
397,CH2CH(CH2)9Br-ethylene,3,1.0,2
325,ethylene-vinyl trimethoxysilane,0,0.0,16
288,diallyl ether-ethylene,3,1.0,2
197,NB-OCOMe-ethylene,2,1.0,1
392,methyl 10-undecenoate-norbonene,0,0.0,3
257,ethylene-tert-butyl acrylate,13,0.5909090909090909,96
442,ethylene-vinyl triethoxysilane,2,0.4,4
014,H2-oct-1-ene,2,0.2857142857142857,6
091,CH2CH(CH2)9Cl-ethylene,4,0.8,6
247,ethylene-vinyl trimethoxysilane,9,1.0,8
157,butyl acrylate-ethylene,12,0.9230769230769231,12
336,allyl ethyl ether-norbonene,0,0.0,6
339,CH2CH(CH2)9OH-ethylene,13,1.0,22
268,CH2CH(CH2)9Cl-ethylene,4,1.0,4
289,2-vinylfuran-ethylene,5,0.7142857142857143,6
356,H2-oct-1-ene,0,0.0,12
232,N-isopropylacrylamide-ethylene,3,1.0,2
464,CH2CH(CH2)9OH-ethylene,2,0.16666666666666666,11
466,ethyl acrylate-ethylene,0,0.0,1
361,R-Br-R-SH,0,0.0,8
174,allyl chloride-ethylene,11,1.0,10
449,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
006,CH2CH(CH2)9OH-ethylene,0,0.0,11
144,4-penten-1-ol-ethylene,3,0.6,4
190,ethylene-vinyl triethoxysilane,0,0.0,1
329,1-butene-none,0,0.0,2
075,allyl chloride-propylene,0,0.0,1
044,FOA-ethylene,0,0.0,2
130,ethylene-isobornyl acrylate,2,1.0,1
306,CH2CH(CH2)4OH-norbonene,0,0.0,3
030,methyl acrylate-propylene,0,0.0,3
355,ethylene-vinyl chloride,7,0.875,15
369,ethyl acrylate-ethylene,3,0.5,5
004,ethylene-none,3,0.009615384615384616,311
210,4-penten-1-ol-ethylene,2,1.0,1
358,allyl cyanide-ethylene,3,0.75,4
112,ethylene-isobornyl acrylate,2,1.0,1
452,ethyl acrylate-ethylene,0,0.0,1
199,6FA-ethylene,4,1.0,3
249,diallyl ether-ethylene,3,1.0,2
286,C-H-R-Br,0,0.0,1
215,1-butene-none,3,1.0,2
263,CO2-ethylene,3,0.10714285714285714,27
381,CO2-ethylene,3,0.10344827586206896,54
209,none-norbonene,6,0.5454545454545454,10
447,ethylene-isobornyl acrylate,3,1.0,2
239,H2-oct-1-ene,0,0.0,6
326,"5-norbonene-2,3-dicarboxylic anhydride-ethylene",2,1.0,1
323,CH2CH(CH2)4Br-norbonene,0,0.0,3
324,"(E)-1,3-diphenylprop-3-en-1-yl acetate-dimethylmalonate",0,0.0,5
199,ethylene-tert-butyl-10-undecenoate,2,1.0,1
285,CH2CH(CH2)4Cl-ethylene,14,0.9333333333333333,36
285,N-isopropylacrylamide-ethylene,5,1.0,6
334,ethylene-methyl 10-undecenoate,22,1.0,21
090,allyl trimethoxysilane-ethylene,2,0.4,4
397,allyl pivalate-propylene,3,1.0,2
056,ethylene-vinyl acetate,0,0.0,11
406,allyl methyl ether-ethylene,2,1.0,1
327,ethyl vinyl ether-ethylene,2,0.6666666666666666,2
456,N-isopropylacrylamide-ethylene,2,0.6666666666666666,2
041,ethylene-styrene,4,0.2857142857142857,24
055,ethylene-vinyl triethoxysilane,0,0.0,1
416,2-vinylfuran-ethylene,0,0.0,6
225,CH2CH(CH2)4OAc-ethylene,2,1.0,1
366,R-Br-R-SiOMe3,0,0.0,2
444,ethylene-vinyl trimethoxysilane,10,1.0,16
089,CH2CH(CH2)4Br-ethylene,5,0.5,24
143,ethylene-vinyl trimethoxysilane,3,0.3333333333333333,8
283,4-penten-1-ol-ethylene,2,1.0,1
130,allyl acetate-norbonene,0,0.0,3
119,allyl cyanide-ethylene,3,1.0,2
296,allyl trimethoxysilane-ethylene,2,1.0,1
172,ethylene-styrene,3,1.0,2
278,ethylene-vinyl chloride,5,0.8333333333333334,5
332,allyl cyanide-ethylene,3,0.75,4
020,butyl vinyl ether-ethylene,0,0.0,20
004,R-Br-R-SiOMe3,0,0.0,1
206,CO_nonalt-ethylene,7,0.3181818181818182,21
447,allyl acetate-norbonene,0,0.0,6
020,R-BOH2-R-Cl,0,0.0,1
406,dodecyl acrylate-ethylene,2,1.0,1
416,PhI-norbonene,0,0.0,3
433,allyl cyanide-propylene,0,0.0,2
139,norbonene-styrene,0,0.0,6
097,norbonene-styrene,0,0.0,15
399,R-BOH2-R-Cl,0,0.0,1
270,allyl methyl ether-ethylene,6,1.0,5
280,CH2CH(CH2)9OH-ethylene,12,1.0,11
091,norbonene-styrene,0,0.0,9
391,CH2CH(CH2)4OH-norbonene,0,0.0,3
227,butyl vinyl ether-ethylene,21,1.0,20
402,CH2CH(CH2)9Cl-ethylene,4,0.6666666666666666,8
277,NB-OCOMe-ethylene,2,1.0,1
227,R-BOH2-R-Cl,0,0.0,1
406,ethylene-n-butyl vinyl ether,3,1.0,2
089,NB-COOH-ethylene,8,0.8888888888888888,18
415,CH2CH(CH2)4Br-norbonene,0,0.0,3
390,CH2CH(CH2)9Cl-norbonene,0,0.0,3
406,NB-CH2OH-ethylene,4,1.0,3
108,ethylene-vinyl chloride,3,0.5,5
226,CH2CH(CH2)4OH-norbonene,0,0.0,3
424,allyl ethyl ether-norbonene,0,0.0,3
078,5-norbornene-2-yl acetate-ethylene,8,1.0,7
263,allyl pivalate-propylene,3,1.0,2
381,allyl pivalate-propylene,4,1.0,4
095,allyl ethyl ether-ethylene,3,0.75,3
104,ethylene-vinyl triethoxysilane,2,1.0,1
128,none-norbonene,6,0.5454545454545454,10
107,Aryl halide-Phenylboronic acid,0,0.0,10
103,diallyl ether-ethylene,4,1.0,4
234,2-vinylfuran-ethylene,5,0.7142857142857143,6
015,C-H-R-Br,0,0.0,1
448,methyl acrylate-norbonene,6,1.0,5
349,ethylene-tert-butyl acrylate,10,0.45454545454545453,96
361,methyl acrylate-propylene,4,0.8,6
427,methyl acrylate-propylene,0,0.0,3
277,R-Br-R-SH,0,0.0,4
304,allyl chloride-ethylene,11,1.0,10
281,allyl cyanide-propylene,0,0.0,16
412,allyl cyanide-ethylene,3,1.0,2
446,R-BOH2-R-OH,0,0.0,8
319,CO2-ethylene,0,0.0,27
169,methyl acrylate-norbonene,6,1.0,5
236,R-Br-R-SiOMe3,0,0.0,1
270,dodecyl acrylate-ethylene,3,0.5,5
166,1-hexene-ethylene,4,0.8,6
178,CH2CH(CH2)4OAc-ethylene,2,1.0,1
429,ethylene-styrene,3,1.0,2
267,DMAA-ethylene,6,0.5,32
388,ethylene-tert-butyl acrylate,7,0.4117647058823529,16
442,methyl acrylate-norbonene,7,0.7777777777777778,20
320,ethylene-ethylene glycol monoacrylate,2,0.5,3
015,CH2CH(CH2)4OAc-ethylene,0,0.0,1
370,ethylene-styrene,3,1.0,2
466,R-BOH2-R-Br,0,0.0,18
346,allyl ethyl ether-ethylene,5,1.0,6
288,none-norbonene,6,0.5454545454545454,10
219,allyl cyanide-propylene,0,0.0,2
