lig_id,ligand_name,exp_id,ref,substrate_comb,metal,substrate_1,substrate_2,solvent,temperature,"substrate_1_amount (gas: bar, liqu: mmol, solid: g)",substrate_2_amount,base,base_equiv_to_cat,additive,additive_equiv,substrate_ratio,volume_ml,activity_kg_mol,yield,mn,time_hr,incorporatio_ratio,ton
256,p-o-71,1444,"Angew.Chem.Int.Ed.2016,55,14378–14383",ethylene2-vinylfuran,Pd,ethylene,2-vinylfuran,toluene,95,5,30,,,,,,,45,,16000,3,0.3,
317,n-n-30,1445,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,8,,6000,0.5,0,
318,n-n-31,1446,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,73,,48000,0.5,0.65,
308,n-n-26,1447,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,9,,25000,0.5,0.37,
319,n-n-32,1448,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,29,,9000,0.5,0,
320,n-n-33,1449,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,30,,16000,0.5,0.42,
321,n-n-34,1450,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,49,,209000,0.5,0.48,
307,n-n-25,1451,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,94,,293000,0.5,0.25,
322,n-n-35,1452,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,105,,146000,0.5,0.42,
323,n-n-36,1453,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,43,,37000,0.5,0.69,
324,n-n-37,1454,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,71,,181000,0.5,0.46,
309,n-n-27,1455,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,70,,195000,0.5,0.36,
325,n-n-38,1456,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,100,,128000,0.5,0.47,
326,n-n-39,1457,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,25,,12000,0.5,0.48,
327,n-n-40,1458,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,39,,93000,0.5,0.39,
328,n-n-41,1459,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,52,,158000,0.5,0.21,
329,n-n-42,1460,"Chem. Eur. J.2003,9,No.8 1750-1758",ethylenenorbonene,Pd,ethylene,norbonene,toluene,30,6,70,,,,,,,30,,65000,0.5,0.41,
330,p-o-124,1461,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,60,1.01325,none,,,,,,,5.325,,5500,3,none,
330,p-o-124,1462,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,26,6.8901,none,,,,,,,3609.756,,6100,1,none,
330,p-o-124,1463,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,26,13.7802,none,,,,,,,6731.707,,10000,1,none,
330,p-o-124,1464,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,26,27.5604,none,,,,,,,19000,,14000,1,none,
330,p-o-124,1465,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,dcm,50,27.5604,none,,,,,,,582.927,,1900,2.5,none,
330,p-o-124,1466,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,25,1.01325,none,,,,,,,6.8,,300,3,none,
330,p-o-124,1467,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,60,1.01325,none,,,,,,,20.4,,300,3,none,
330,p-o-124,1468,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,25,1.01325,none,,,,,,,0.3,,350,3,none,
330,p-o-124,1469,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,60,1.01325,none,,,,,,,11.733,,330,3,none,
330,p-o-124,1470,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,25,13.7802,none,,,,,,,11.598,,380,3,none,
330,p-o-124,1471,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,80,13.7802,none,,,,,,,565.464,,280,3,none,
330,p-o-124,1472,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,25,13.7802,none,,,,,,,4.467,,400,3,none,
330,p-o-124,1473,"Organometallics 2002, 21, 2836-2838",ethylenenone,Pd,ethylene,none,toluene,80,13.7802,none,,,,,,,560.653,,340,3,none,
330,p-o-124,1474,"Organometallics 2002, 21, 2836-2838",ethyleneCH2CH(CH2)8CO2Me,Pd,ethylene,CH2CH(CH2)8CO2Me,toluene,60,6.89476,90,,,,,,,37.805,,3400,1,4.8,
330,p-o-124,1475,"Organometallics 2002, 21, 2836-2838",ethyleneCH2CH(CH2)8CO2Me,Pd,ethylene,CH2CH(CH2)8CO2Me,toluene,60,6.89476,45,,,,,,,256.098,,4000,1,1.6,
330,p-o-124,1476,"Organometallics 2002, 21, 2836-2838",ethyleneCH2CH(CH2)8CO2Me,Pd,ethylene,CH2CH(CH2)8CO2Me,toluene,60,6.89476,22,,,,,,,390.244,,4500,1,1,
330,p-o-124,1477,"Organometallics 2002, 21, 2836-2838",ethyleneCH2CH(CH2)8CO2Me,Pd,ethylene,CH2CH(CH2)8CO2Me,toluene,80,6.89476,22,,,,,,,378.049,,3300,1,1.2,
330,p-o-124,1478,"Organometallics 2002, 21, 2836-2838",ethyleneCH2CH(CH2)8CO2Me,Pd,ethylene,CH2CH(CH2)8CO2Me,toluene,60,13.7895,22,,,,,,,475.61,,4300,1,0.63,
38,p-o-2,1479,"J. AM. CHEM. SOC. 2007, 129, 8948-8949",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,100,30,38,,,,,,,0.19,,2900,120,9,
38,p-o-2,1480,"J. AM. CHEM. SOC. 2007, 129, 8948-8949",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,100,30,38,,,,,,,0.16,,1600,120,7,
38,p-o-2,1481,"J. AM. CHEM. SOC. 2007, 129, 8948-8949",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,100,30,38,,,,,,,0.019,,2400,120,0,
38,p-o-2,1482,"J. AM. CHEM. SOC. 2007, 129, 8948-8949",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,100,30,8,,,,,,,0.37,,7600,120,3,
38,p-o-2,1483,"J. AM. CHEM. SOC. 2007, 129, 8948-8949",ethyleneacrylonitrile,Pd,ethylene,acrylonitrile,toluene,80,40,8,,,,,,,0.04,,12300,270,2,
331,n-n-43,1484,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,20,9.1193,none,,,,,,,580,,140000,0.25,none,
331,n-n-43,1485,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,40,9.1193,none,,,,,,,1600,,345000,0.25,none,
331,n-n-43,1486,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,60,9.1193,none,,,,,,,2930,,94000,0.25,none,
331,n-n-43,1487,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,80,9.1193,none,,,,,,,1850,,72000,0.25,none,
331,n-n-43,1488,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,100,9.1193,none,,,,,,,900,,38000,0.25,none,
332,n-n-44,1489,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,20,9.1193,none,,,,,,,1020,,253000,0.25,none,
332,n-n-44,1490,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,40,9.1193,none,,,,,,,2860,,538000,0.25,none,
332,n-n-44,1491,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,60,9.1193,none,,,,,,,3170,,82000,0.25,none,
332,n-n-44,1492,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,80,9.1193,none,,,,,,,1860,,69000,0.25,none,
332,n-n-44,1493,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,100,9.1193,none,,,,,,,1100,,46000,0.25,none,
337,n-n-45,1494,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,20,9.1193,none,,,,,,,530,,122000,0.25,none,
337,n-n-45,1495,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,40,9.1193,none,,,,,,,1400,,277000,0.25,none,
337,n-n-45,1496,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,60,9.1193,none,,,,,,,1260,,168000,0.25,none,
337,n-n-45,1497,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,80,9.1193,none,,,,,,,670,,112000,0.25,none,
337,n-n-45,1498,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,100,9.1193,none,,,,,,,510,,64000,0.25,none,
338,n-n-46,1499,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,20,9.1192,none,,,,,,,740,,244000,0.25,none,
338,n-n-46,1500,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,40,9.1192,none,,,,,,,580,,100000,0.25,none,
338,n-n-46,1501,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,60,9.1192,none,,,,,,,310,,120000,0.25,none,
338,n-n-46,1502,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,80,9.1192,none,,,,,,,0,,0,0.25,none,
307,n-n-25,1503,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,20,9.1192,none,,,,,,,170,,46000,0.25,none,
307,n-n-25,1504,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,40,9.1192,none,,,,,,,260,,51000,0.25,none,
307,n-n-25,1505,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,60,9.1192,none,,,,,,,0,,0,0.25,none,
331,n-n-43,1506,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,20,1.0133,none,,,,,,,128,,98000,15,none,
331,n-n-43,1507,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,20,1.0133,25,,,,,,,3.7,,18900,15,0.4,
331,n-n-43,1508,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,1.0133,25,,,,,,,2.1,,3800,15,1.1,
331,n-n-43,1509,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,60,1.0133,25,,,,,,,1.4,,3000,15,1.7,
331,n-n-43,1510,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,1.0133,50,,,,,,,2.1,,3000,15,1.8,
332,n-n-44,1511,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,20,1.0133,none,,,,,,,118,,89500,15,none,
332,n-n-44,1512,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,20,1.0133,25,,,,,,,4.3,,10800,15,0.5,
332,n-n-44,1513,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,1.0133,25,,,,,,,2.9,,3530,15,1.6,
332,n-n-44,1514,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,60,1.0133,25,,,,,,,1.3,,3870,15,2.9,
332,n-n-44,1515,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,1.0133,50,,,,,,,1.7,,3430,15,3.3,
307,n-n-25,1516,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenenone,Pd,ethylene,none,toluene,20,1.0133,none,,,,,,,28,,28000,15,none,
307,n-n-25,1517,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,20,1.0133,25,,,,,,,0.33,,3100,15,3.2,
307,n-n-25,1518,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,1.0133,25,,,,,,,0.87,,2700,15,3.3,
307,n-n-25,1519,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,60,1.0133,25,,,,,,,0,,0,15,0,
307,n-n-25,1520,"Angew.Chem.Int.Ed.2015,54,9948–9953",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,40,1.0133,50,,,,,,,0.2,,2500,15,5.8,
38,p-o-2,1521,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,80,4,35.2,,,,,,,1.23,,2600,2,0,
39,p-o-3,1522,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,80,4,30.4,,,,,,,1.19,,4200,2,0.084,
39,p-o-3,1523,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,70,4,24,,,,,,,1.99,,4400,2,0.066,
39,p-o-3,1524,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,40,4,6.4,,,,,,,1.97,,4000,2,0.029,
39,p-o-3,1525,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,70,4,51.2,,,,,,,1.35,,2600,2,0.106,
39,p-o-3,1526,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,50,4,19.2,,,,,,,2.85,,8000,2,0.049,
39,p-o-3,1527,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,70,4,28.8,,,,,,,3.13,,5500,2,0.063,
252,p-o-67,1528,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,30,4,44.8,,,,,,,3.5,,6600,2,0,
187,p-o-54,1529,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,60,4,36.8,,,,,,,3.31,,6000,2,0.048,
39,p-o-3,1530,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,70,4,41.6,,,,,,,2.29,,5300,2,0.082,
39,p-o-3,1531,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,70,3,41.6,,,,,,,1.61,,3000,2,0.096,
39,p-o-3,1532,"Angew. Chem. Int. Ed.2013,52, 3963 –3966",ethylenevinyl chloride,Pd,ethylene,vinyl chloride,toluene,85,3.2,27.2,,,,,,,0.39,,1500,2,0.399,
335,n-n-43,1533,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,22,,21000,1,none,
336,n-n-44,1534,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,23,,18100,1,none,
337,n-n-45,1535,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,35,,23600,1,none,
338,n-n-46,1536,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,28,,14000,1,none,
339,n-n-47,1537,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,51,,36000,1,none,
309,n-n-27,1538,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,20,9.11925,none,,,,,,,27,,13000,1,none,
335,n-n-43,1539,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,40,9.11925,none,,,,,,,96,,25900,1,none,
335,n-n-43,1540,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,60,9.11925,none,,,,,,,21,,10200,1,none,
335,n-n-43,1541,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,80,9.11925,none,,,,,,,11,,5100,1,none,
339,n-n-47,1542,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,40,9.11925,none,,,,,,,173,,47200,1,none,
339,n-n-47,1543,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,60,9.11925,none,,,,,,,69,,20600,1,none,
339,n-n-47,1544,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,80,9.11925,none,,,,,,,15,,6200,1,none,
309,n-n-27,1545,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,40,9.11925,none,,,,,,,131,,18200,1,none,
309,n-n-27,1546,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,60,9.11925,none,,,,,,,35,,9000,1,none,
309,n-n-27,1547,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,toluene,80,9.11925,none,,,,,,,10,,4800,1,none,
335,n-n-43,1548,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,dcm,30,1.01325,none,,,,,,,3.78,,18100,15,none,
335,n-n-43,1549,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,25,,,,,,,0.6,,9800,15,4.4,
335,n-n-43,1550,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,50,,,,,,,0.42,,6100,15,7.1,
336,n-n-44,1551,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,dcm,30,1.01325,none,,,,,,,4.36,,19100,15,none,
336,n-n-44,1552,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,25,,,,,,,0.97,,7200,15,3.5,
336,n-n-44,1553,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,50,,,,,,,0.58,,5400,15,6.2,
337,n-n-45,1554,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,dcm,30,1.01325,none,,,,,,,4.8,,44000,15,none,
337,n-n-45,1555,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,25,,,,,,,0.89,,17000,15,4.9,
337,n-n-45,1556,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,50,,,,,,,0.56,,12300,15,7.9,
338,n-n-46,1557,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,dcm,30,1.01325,none,,,,,,,4.76,,29300,15,none,
338,n-n-46,1558,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,25,,,,,,,3.33,,19000,15,1.9,
338,n-n-46,1559,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,50,,,,,,,1.64,,13200,15,4.1,
339,n-n-47,1560,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,dcm,30,1.01325,none,,,,,,,4.62,,46500,15,none,
339,n-n-47,1561,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,25,,,,,,,1.38,,18500,15,4.1,
339,n-n-47,1562,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,50,,,,,,,1,,13300,15,7,
309,n-n-27,1563,"Organometallics 2016, 35, 1794−1801",ethylenenone,Pd,ethylene,none,dcm,30,1.01325,none,,,,,,,3.78,,12100,15,none,
309,n-n-27,1564,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,25,,,,,,,0.67,,8000,15,4.3,
309,n-n-27,1565,"Organometallics 2016, 35, 1794−1801",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,dcm,30,1.01325,50,,,,,,,0.44,,5700,15,7.2,
340,p-o-125,1566,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenenone,Pd,ethylene,none,toluene,85,0.911925,none,,,,,,,90,,1910,1,none,
341,p-o-126,1567,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenenone,Pd,ethylene,none,toluene,85,0.911925,none,,,,,,,120,,1930,1,none,
342,p-o-127,1568,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenenone,Pd,ethylene,none,toluene,85,0.911925,none,,,,,,,230,,2320,1,none,
38,p-o-2,1569,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenenone,Pd,ethylene,none,toluene,85,0.911925,none,,,,,,,790,,10000,1,none,
341,p-o-126,1570,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,85,9.11925,60,,,,,,,4500,,1860,1,1,
341,p-o-126,1571,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,85,9.11925,125,,,,,,,2900,,1110,1,2.3,
342,p-o-127,1572,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,85,9.11925,60,,,,,,,6200,,1870,1,0.9,
342,p-o-127,1573,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,85,9.11925,125,,,,,,,2400,,1330,1,1.6,
342,p-o-127,1574,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,85,9.11925,25,,,,,,,8100,,1870,1,0.1,
342,p-o-127,1575,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,toluene,85,9.11925,60,,,,,,,3400,,1630,1,0.3,
38,p-o-2,1576,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,85,9.11925,60,,,,,,,52500,,5800,1,5,
38,p-o-2,1577,"Sci. China Chem. 61, 1175–1178 (2018).",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,toluene,85,9.11925,125,,,,,,,32500,,3800,1,17,
38,p-o-2,1578,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenenone,Pd,ethylene,none,PhCl,80,8.106,none,,,,,,,545,,38800,1,none,
407,p-o-138,1579,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenenone,Pd,ethylene,none,PhCl,80,8.106,none,,,,,,,970,,44200,1,none,
408,p-o-139,1580,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenenone,Pd,ethylene,none,PhCl,80,8.106,none,,,,,,,1233,,68200,1,none,
409,p-o-140,1581,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenenone,Pd,ethylene,none,PhCl,80,8.106,none,,,,,,,392,,67700,1,none,
38,p-o-2,1582,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,PhCl,80,8.106,10,,,,,,,26,,12300,1,8.6,
407,p-o-138,1583,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,PhCl,80,8.106,10,,,,,,,69,,15600,1,9.9,
408,p-o-139,1584,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,PhCl,80,8.106,10,,,,,,,85,,34400,1,10.4,
409,p-o-140,1585,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,PhCl,80,8.106,10,,,,,,,51,,23100,1,6.4,
38,p-o-2,1586,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,PhCl,80,8.106,20,,,,,,,14,,9900,1,14.2,
407,p-o-138,1587,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,PhCl,80,8.106,20,,,,,,,24,,16100,1,16.9,
408,p-o-139,1588,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,PhCl,80,8.106,20,,,,,,,30,,19000,1,19.6,
409,p-o-140,1589,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenemethyl acrylate,Pd,ethylene,methyl acrylate,PhCl,80,8.106,20,,,,,,,30,,20500,1,9.7,
38,p-o-2,1590,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,PhCl,80,8.106,40,,,,,,,30,,8300,1,6.6,
408,p-o-139,1591,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylenebutyl vinyl ether,Pd,ethylene,butyl vinyl ether,PhCl,80,8.106,40,,,,,,,32,,15300,1,9,
38,p-o-2,1592,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylene1-hexene,Pd,ethylene,1-hexene,PhCl,80,8.106,40,,,,,,,82,,13100,1,5.4,
408,p-o-139,1593,"Angew.Chem.Int.Ed.2017,56,14672–14676",ethylene1-hexene,Pd,ethylene,1-hexene,PhCl,80,8.106,40,,,,,,,49,,17900,1,2.8,
