lig_node,rxn_node,common_neighbor,jaccard_coefficient,preferential_attachment,common_neighbor_cluster,number of lig in cluster,jaccard_coefficient_cluster,degree_lig_cluster,degree_rxn,preferential_attachment_cluster,SMILES,ligand_name
175,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]/C(C1=C(C2=CC=CC3=C2C=CC=C3)C=CC=C1)=C\C=N\C4=C(C(C)C)C=CC=C4C(C)C,n-o-26
215,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=C([N+]([O-])=O)C=CC=C3,n-o-56
162,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C(C(C)(C)C)C=C1C(OC)(C3=CC=CC=C3)C4=CC=CC=C4,n-o-17
275,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3P(C(C)C)C(C)C,p-o-84
174,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,[O]/C(C1=C(C2=CC=CC=C2)C=CC=C1)=C\C=N\C3=C(C(C)C)C=CC=C3C(C)C,n-o-25
221,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,OC(C(C(C)(C)C)=CC=C1)=C1/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C(C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC(C8=CC=CC=C8)=C72,n-o-62
202,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(NC2=C(C(C)(C)C)C=CC=C2C)=CC=CC=C1,n-o-43
200,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(NC2=C(C(C)C)C=CC=C2C(C)C)=CC=CC=C1,n-o-41
412,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=P(N(CC)CC)(C1=CC=CC=C1)C2=CC=CC=C2P(C3=CC=CC=C3)C4=CC=CC=C4,p-o-97
203,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,O=C1C(NC2=C(C3=CC=CC=C3)C=CC=C2C4=CC=CC=C4)=CC=CC=C1,n-o-44
429,CO_nonalt-ethylene,7,0.35,19,0,2,0,49,3,147,CC(C)C(C=CC=C1C(C)C)=C1/N=C/C/C=N/C2=C(C(C)C)C=CC=C2C(C)C,n-n-98
347,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(/C(C)=N/C1=C(C(C)C)C=C(OC)C=C1C(C)C)=N\C2=C(C(C)C)C=C(OC)C=C2C(C)C,n-n-52
324,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(C=CC=C1C)=C1/N=C(C2=C3C(C=CC=C34)=CC=C2)/C4=N/C5=C(C)C=CC=C5C,n-n-37
401,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(C(C=CC=C1C2=CC=C(C(F)(F)F)C=C2)=C1O3)(C)C4=C3C(C5=CC(C(C)C)=C(/N=C(C6=C(C7=CC=C8)C8=CC=C6)/C7=N/C9=C(C(C)C)C=C(C%10=C(OC(C(C%11=CC=C(C(F)(F)F)C=C%11)=CC=C%12)=C%12C%13(C)C)C%13=CC=C%10)C=C9C(C)C)C(C(C)C)=C5)=CC=C4,n-n-79
323,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(C=C(C)C=C1)=C1/N=C(C2=C3C(C=CC=C34)=CC=C2)/C4=N/C5=CC=C(C)C=C5C,n-n-36
361,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,C/C(C1=CC=CC=N1)=N\C2=C(C3=CC=CC=C3)C=C(C)C=C2C4C5=CC=CC=C5CCC6=C4C=CC=C6,n-n-58
320,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(C=C(C)C=C1)=C1/N=C(C)/C(C)=N/C2=CC=C(C)C=C2C,n-n-33
327,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(C=CC=C1C)=C1/N=C(CCCC2)/C2=N/C3=C(C)C=CC=C3C,n-n-40
367,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,FC(C=C1)=CC=C1C(C2=CC(C(C3=CC=C(F)C=C3)C4=CC=C(F)C=C4)=C5C(C(C6=CC=C(C)C=C6)=CC=C5)=C2/N=C(C)/C7=CC=CC=N7)C8=CC=C(F)C=C8,n-n-64
358,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,C/C(C1=CC=CC=N1)=N\C2=C(C3=CC=CC=C3)C=CC=C2C(C4=CC=C(C)C=C4)C5=CC=C(C)C=C5,n-n-55
319,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(C(C=CC=C1)=C1/N=C/C=N/C2=CC=CC=C2C(C)(C)C)(C)C,n-n-32
318,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC1=CC=CC(C)=C1/N=C/C=N/C2=C(C)C=CC=C2C,n-n-31
141,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC1=CC=CC(C)=C1/N=C/C2=NC(C3=C(C)C=CC=C3C)=CC=C2,n-n-11
356,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,O=P(C1=CC=CC=C1)(C2=CC=CC=C2)N(C3=CC=C(C(F)(F)F)C=C3)P(C4=CC=CC=C4)C5=CC=CC=C5C6=C(OC)C=CC=C6OC,p-o-134
140,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,C/C(C1=NC(C2=C(C)C=CC=C2C)=CC=C1)=N\C3=C(C(C)C)C=CC=C3C(C)C,n-n-10
380,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(C=C(Cl)C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=C1/N=C(C)/C(C)=N/C4=C(C)C=C(Cl)C=C4C(C5=CC=CC=C5)C6=CC=CC=C6,n-n-73
142,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,[H]/C(C1=NC(C)=CC=C1)=N\C2=C(C(C)C)C=CC=C2C(C)C,n-n-12
317,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(C=C(C)C=C1)=C1/N=C/C=N/C2=CC=C(C)C=C2C,n-n-30
326,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC(C=C(C)C=C1)=C1/N=C(CCCC2)/C2=N/C3=CC=C(C)C=C3C,n-n-39
321,CO_nonalt-ethylene,3,0.15,19,0,2,0,49,3,147,CC1=CC=CC(C)=C1/N=C(C)/C(C)=N/C2=C(C)C=CC=C2C,n-n-34
316,CO_nonalt-ethylene,2,0.1,19,0,2,0,49,3,147,OS(C1=CC=CC=C1P(C(C)(C)C)C2=C(OC)C=C(OC)C=C2OC)(=O)=O,p-o-123
313,CO_nonalt-ethylene,2,0.1,19,0,2,0,49,3,147,OS(C1=C(C2=C(F)C(F)=C(F)C(F)=C2F)C=CC=C1P([C@@H]3C[C@H](C)CC[C@H]3C(C)C)[C@@H]4C[C@H](C)CC[C@H]4C(C)C)(=O)=O,p-o-122
71,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,C1(C2=NC=CC=C2)=CC=CC=N1,n-n-2
436,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC(C=C(C)C=C1C)=C1/N=C2C(C3=C4C=CC=C3)C(C=CC=C5)=C5C4C/2=N/C6=C(C)C=C(C)C=C6C,n-n-101
427,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC(C)C1=C(/N=C/C2=NC=CC=C2)C=CC=C1,n-n-96
8,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CCCC1=CC=CC(C(C)C)=C1N2CN3C(C4=NC=CC(C(C)(C)C)=C4)=CC(C(C)(C)C)=CC3=C2,c-n-4
428,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CCC1=C(/N=C/C2=NC=CC=C2)C=CC=C1,n-n-97
425,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC(C)C1=CC=C(/N=C/C2=NC=CC=C2)C=C1,n-n-94
414,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,C1(CCCCC1)/N=C/C=N/C2CCCCC2,n-n-83
7,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC(C(C=CC=C1)=C1/N=C(C2=C3C(C=CC=C34)=CC=C2)/C4=N/C5=CC=CC=C5C(C)(C)C)(C)C,c-n-3
6,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CCC1=CC=CC(CC)=C1N2CN3C(C4=NC=CC(C(C)(C)C)=C4)=CC(C(C)(C)C)=CC3=C2,c-n-2
330,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,O=C(C1=CC=CC=C1)CP(C(C)(C)C)C(C)(C)C,p-o-124
416,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC1=CC(C)=CC(C)=C1/N=C/C=N/C2=C(C)C=C(C)C=C2C,n-n-85
426,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CCCCC(C=C1)=CC=C1/N=C2/C(C3=C4C(C=CC=C42)=CC=C3)=N/C5=CC=C(CCCC)C=C5,n-n-95
421,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,C1(/N=C/C2(CCCC2)/C=N/C3CCCCC3)CCCCC1,n-n-90
413,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC(C1=CC=CC=C1/N=C/C2=NC=CC=C2)(C)C,n-n-82
195,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,[O]C1=C([Si](C)(C)C)C=CC=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,p-o-62
434,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC(C)C1=CC=CC(C(C)C)=C1N(C=C2)CN2C3=CC=CC=N3,c-n-10
424,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CCCCC1=CC=C(/N=C/C2=NC=CC=C2)C=C1,n-n-93
415,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,C1(C2=C3C=CC=N2)=C(C=C3)C=CC=N1,n-n-84
423,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC1=C(NCCNC2=C(C)C=C(C)C=C2C)C(C)=CC(C)=C1,n-n-92
417,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC1=CC(C)=CC(C)=C1/N=C(C)/C(C)=N/C2=C(C)C=C(C)C=C2C,n-n-86
72,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC(C1=CC=NC(C2=NC=CC(C(C)(C)C)=C2)=C1)(C)C,n-n-3
5,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC(C1=CC=CC(C(C)C)=C1N2CN3C(C4=NC=CC=C4)=CC=CC3=C2)C,c-n-1
435,CO_nonalt-ethylene,0,0,19,0,2,0,49,3,147,CC(C=CC=C1C)=C1/N=C2C(C3=C4C=CC=C3)C(C=CC=C5)=C5C4C/2=N/C6=C(C)C=CC=C6C,n-n-100
418,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,CC(C=C(C)C=C1C)=C1/N=C(C2=C3C(C=CC=C34)=CC=C2)/C4=N/C5=C(C)C=C(C)C=C5C,n-n-87
230,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,[O][N]1=C(/C=N/C2=C(C(C3=CC=CC=C3)C4=CC=CC=C4)C=C(C)C=C2C(C5=CC=CC=C5)C6=CC=CC=C6)C=CC=C1,n-o-72
422,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,CC(/N=C/C1(CCCC1)/C=N/C(C)(C)C)(C)C,n-n-91
437,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,BrC(C=C1C)=CC(C)=C1/N=C2C3C4=C(C=CC=C4)C(C5=C3C=CC=C5)C/2=N/C6=C(C)C=C(Br)C=C6C,n-n-102
322,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,CC(/C(C)=N/C1=CC=CC=C1C(C)(C)C)=N\C2=C(C(C)(C)C)C=CC=C2,n-n-35
224,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=CC=C1C3=CC=CC=C3,n-o-65
228,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C(C)C)C=C(CC=C)C=C2C(C)C)C=C(C)C=C1C(C)(C)C,n-o-69
226,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,OC1=C(/C([H])=N/C2=C(C)C=C(CC=C)C=C2C)C=CC=C1C3=CC=CC=C3,n-o-67
201,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,O=C1C(NC2=C(C(C)(C)C)C=CC=C2C(C)(C)C)=CC=CC=C1,n-o-42
10,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,CC(C=C1C(C2=CC=CC=C2)C3=CC=CC=C3)=CC(C(C4=CC=CC=C4)C5=CC=CC=C5)=C1N6CN7C(C8=NC=CC(C(C)(C)C)=C8)=CC(C(C)(C)C)=CC7=C6,c-n-6
212,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,O[N]1=C(C2=CC=CC=C2)C=CC=C1/C=N/C3=CC=CC=C3,n-o-53
173,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,[O]/C(C1=CC=CC=C1)=C\C=N\C2=C(C(C)C)C=CC=C2C(C)C,n-o-24
74,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,[O]C1=C(/C([H])=N/C2=C(C(C)C)C=CC=C2C(C)C)C=C([H])C=C1C(C)(C)C,n-o-2
328,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,CC(C(C=CC=C1C(C)C)=C1/N=C(CCCC2)/C2=N/C3=C(C(C)C)C=CC=C3C(C)C)C,n-n-41
9,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,CC(C=CC1=C2C=CC=C1)=C2N3CN4C(C5=NC=CC(C(C)(C)C)=C5)=CC(C(C)(C)C)=CC4=C3,c-n-5
399,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,C/C(C(C)(C)NC1=C(C)C=CC=C1C)=N\C2=C(C)C=CC=C2C,n-n-77
377,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,OS(C1=CC=CC2=CN(C3=CC=C(C(C)(C)C)C=C3)CN21)(=O)=O,c-o-13
60,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,CCCN1C=C(C2=CC=CC=C2)N([C@H]3[C@H](NP(C4=CC=CC=C4)C5=CC=CC=C5)CCCC3)C1,p-c-25
160,CO_nonalt-ethylene,0,0,0,0,2,0,49,3,147,[O]/C(C)=C(CC(OC)=O)\P(C1=CC=CC=C1)C2=CC=CC=C2,p-o-52
