Filename,Pd_atom label,Methyl_atom_1 label,Methyl_atom_2 label,Hydrogens_methyl_1_label,Hydrogens_methyl_2_label,Ligand_atom_1 label,Ligand_atom_2 label,Atoms_distance_2 label,Atoms_distance_3 label,Atoms_distance_4 label,Atoms_distance_2_a label,Atoms_distance_3_a label,Atoms_distance_4_a label,Atoms_distance_2_b label,Atoms_distance_3_b label,Atoms_distance_4_b label,Atom label shortest paths
ligand-317-n-n-30,1,22,26,"[23, 24, 25]","[27, 28, 29]",4,5,"[2, 3, 6, 14]","[7, 8, 15, 48, 49, 16]","[34, 39, 9, 10, 44, 17, 18, 30]","[2, 6]","[3, 7, 8, 49]","[34, 9, 10, 48, 30]","[3, 14]","[2, 15, 48, 16]","[39, 44, 49, 17, 18]","[1, 4, 2, 3, 5]"
ligand-318-n-n-31,1,24,28,"[26, 25, 27]","[30, 29, 31]",4,5,"[2, 3, 6, 15]","[7, 8, 48, 49, 16, 17]","[32, 36, 40, 9, 10, 44, 18, 19]","[2, 6]","[3, 7, 8, 49]","[32, 36, 9, 10, 48]","[3, 15]","[2, 48, 16, 17]","[40, 44, 49, 18, 19]","[1, 4, 2, 3, 5]"
ligand-319-n-n-32,1,22,26,"[23, 24, 25]","[27, 28, 29]",4,5,"[2, 3, 6, 14]","[7, 8, 15, 16, 60, 61]","[32, 33, 9, 10, 17, 18, 30, 31]","[2, 6]","[3, 7, 8, 60]","[9, 10, 61, 30, 31]","[3, 14]","[2, 15, 16, 61]","[32, 33, 17, 18, 60]","[1, 4, 2, 3, 5]"
ligand-320-n-n-33,1,22,26,"[23, 24, 25]","[27, 28, 29]",4,5,"[2, 3, 6, 14]","[7, 8, 15, 48, 16, 52]","[34, 39, 9, 10, 44, 17, 49, 50, 51, 18, 53, 54, 55, 30]","[2, 6]","[3, 7, 8, 52]","[34, 9, 10, 48, 53, 54, 55, 30]","[3, 14]","[2, 15, 48, 16]","[39, 44, 17, 49, 50, 52, 51, 18]","[1, 4, 2, 3, 5]"
ligand-321-n-n-34,1,28,24,"[30, 29, 31]","[26, 25, 27]",5,4,"[2, 3, 6, 15]","[7, 8, 48, 16, 17, 52]","[32, 36, 40, 9, 10, 44, 49, 50, 51, 18, 19, 53, 54, 55]","[3, 15]","[2, 48, 16, 17]","[40, 44, 49, 50, 51, 52, 18, 19]","[2, 6]","[3, 7, 8, 52]","[32, 36, 9, 10, 48, 53, 54, 55]","[1, 5, 3, 2, 4]"
ligand-322-n-n-35,1,26,22,"[27, 28, 29]","[23, 24, 25]",4,5,"[2, 3, 6, 14]","[64, 7, 8, 15, 16, 60]","[32, 65, 67, 66, 33, 9, 10, 17, 18, 63, 62, 61, 30, 31]","[2, 6]","[64, 3, 7, 8]","[65, 67, 66, 9, 10, 60, 30, 31]","[3, 14]","[2, 15, 16, 60]","[64, 33, 32, 17, 18, 61, 62, 63]","[1, 4, 2, 3, 5]"
ligand-323-n-n-36,1,26,22,"[28, 27, 29]","[24, 23, 25]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 9, 10, 46, 17, 18, 54, 59, 63, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 46, 17, 18, 54, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 59, 63, 30, 31]","[1, 5, 3, 2, 4]"
ligand-324-n-n-37,1,22,26,"[24, 23, 25]","[28, 27, 29]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 9, 10, 46, 17, 50, 18, 54, 58, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 46, 17, 18, 58, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 50, 54, 30, 31]","[1, 5, 3, 2, 4]"
ligand-325-n-n-38,1,22,26,"[24, 23, 25]","[28, 27, 29]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 71, 70, 9, 10, 46, 47, 17, 18, 31]","[2, 6]","[33, 3, 7, 8]","[37, 71, 9, 10, 46, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 70, 47, 17, 18, 31]","[1, 4, 2, 3, 5]"
ligand-326-n-n-39,1,24,20,"[26, 25, 27]","[22, 21, 23]",3,2,"[28, 4, 12, 30]","[34, 5, 6, 13, 14, 29]","[32, 33, 35, 38, 39, 7, 8, 42, 46, 15, 16, 50, 51, 31]","[12, 30]","[34, 13, 14, 28]","[35, 38, 39, 42, 15, 16, 50, 29]","[4, 28]","[5, 6, 29, 30]","[32, 33, 34, 7, 8, 46, 51, 31]","[1, 3, 30, 28, 2]"
ligand-327-n-n-40,1,20,24,"[22, 21, 23]","[26, 25, 27]",3,2,"[32, 4, 12, 30]","[36, 5, 6, 13, 14, 31]","[33, 34, 35, 37, 7, 40, 41, 8, 44, 15, 48, 16, 52, 56]","[12, 32]","[36, 13, 14, 30]","[37, 40, 41, 44, 15, 48, 16, 31]","[4, 30]","[32, 5, 6, 31]","[33, 34, 36, 35, 7, 8, 52, 56]","[1, 3, 32, 30, 2]"
ligand-328-n-n-41,1,20,24,"[22, 21, 23]","[26, 25, 27]",2,3,"[49, 4, 12, 47]","[5, 6, 13, 14, 48, 53]","[7, 8, 73, 15, 16, 50, 51, 52, 54, 57, 58, 28, 29, 62]","[4, 47]","[5, 6, 48, 49]","[7, 8, 50, 51, 52, 53, 28, 62]","[12, 49]","[13, 14, 47, 53]","[73, 15, 16, 48, 54, 57, 58, 29]","[1, 2, 47, 49, 3]"
ligand-329-n-n-42,1,24,20,"[26, 25, 27]","[22, 21, 23]",2,3,"[57, 59, 4, 12]","[5, 6, 13, 14, 58, 63]","[64, 67, 68, 7, 8, 60, 15, 16, 51, 52, 61, 28, 29, 62]","[4, 57]","[5, 6, 58, 59]","[7, 8, 60, 52, 28, 61, 62, 63]","[12, 59]","[13, 14, 57, 63]","[64, 67, 68, 15, 16, 51, 58, 29]","[1, 2, 57, 59, 3]"
ligand-330-p-o-124,3,4,8,"[5, 7, 6]","[11, 9, 10]",1,38,"[41, 2, 12, 13]","[34, 39, 40, 42, 14, 18, 22, 26, 30]","[15, 16, 17, 19, 20, 21, 23, 24, 25, 27, 28, 29, 31, 32, 33, 35, 36, 37, 43, 44]","[2, 12, 13]","[34, 39, 40, 41, 14, 18, 22, 26, 30]","[15, 16, 17, 19, 20, 21, 23, 24, 25, 27, 28, 29, 31, 32, 33, 35, 36, 37, 42]",[41],"[2, 42]","[39, 40, 43, 44]","[3, 1, 2, 41, 38]"
ligand-331-n-n-104,1,42,38,"[44, 43, 45]","[40, 39, 41]",5,4,"[10, 2, 3, 22]","[6, 11, 12, 23, 24, 30]","[32, 33, 34, 36, 7, 8, 9, 13, 14, 18, 20, 25, 26, 31]","[3, 22]","[2, 23, 24, 30]","[32, 33, 34, 36, 6, 25, 26, 31]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 14, 18, 20, 30]","[1, 5, 3, 2, 4]"
ligand-332-n-n-105,1,42,38,"[44, 43, 45]","[40, 39, 41]",4,5,"[10, 2, 3, 22]","[6, 11, 12, 23, 24, 30]","[32, 33, 34, 36, 7, 8, 9, 13, 14, 18, 20, 25, 26, 31]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 14, 18, 20, 30]","[3, 22]","[2, 23, 24, 30]","[32, 33, 34, 36, 6, 25, 26, 31]","[1, 4, 2, 3, 5]"
ligand-333-n-n-106,1,42,38,"[44, 43, 45]","[40, 39, 41]",4,5,"[10, 2, 3, 22]","[6, 11, 12, 23, 24, 30]","[32, 33, 34, 36, 7, 8, 9, 13, 14, 18, 20, 25, 26, 31]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 14, 18, 20, 30]","[3, 22]","[2, 23, 24, 30]","[32, 33, 34, 36, 6, 25, 26, 31]","[1, 4, 2, 3, 5]"
ligand-334-n-n-107,1,38,42,"[40, 39, 41]","[44, 43, 45]",4,5,"[10, 2, 3, 22]","[6, 11, 12, 23, 24, 30]","[32, 33, 34, 36, 7, 8, 9, 13, 14, 18, 20, 25, 26, 31]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 14, 18, 20, 30]","[3, 22]","[2, 23, 24, 30]","[32, 33, 34, 36, 6, 25, 26, 31]","[1, 4, 2, 3, 5]"
ligand-335-n-n-43,1,22,26,"[23, 24, 25]","[28, 27, 29]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 9, 10, 44, 46, 48, 17, 18, 50, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 44, 17, 18, 50, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 48, 30, 31]","[1, 5, 3, 2, 4]"
ligand-336-n-n-44,1,22,26,"[24, 23, 25]","[28, 27, 29]",5,4,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 9, 10, 43, 45, 47, 17, 18, 49, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 43, 17, 18, 49, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 45, 47, 30, 31]","[1, 5, 3, 2, 4]"
ligand-337-n-n-45,1,22,26,"[23, 24, 25]","[27, 28, 29]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 9, 10, 42, 44, 46, 48, 17, 18, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 44, 46, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 42, 48, 17, 18, 31]","[1, 4, 2, 3, 5]"
ligand-338-n-n-46,1,22,26,"[23, 24, 25]","[28, 27, 29]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 9, 10, 44, 46, 48, 17, 18, 50, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 48, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 44, 17, 18, 50, 31]","[1, 4, 2, 3, 5]"
ligand-339-n-n-47,1,22,26,"[24, 23, 25]","[28, 27, 29]",4,5,"[2, 3, 6, 14]","[33, 7, 8, 15, 16, 30]","[32, 37, 9, 10, 44, 46, 48, 17, 18, 50, 31]","[2, 6]","[33, 3, 7, 8]","[37, 9, 10, 46, 48, 30, 31]","[3, 14]","[2, 15, 16, 30]","[32, 33, 44, 17, 18, 50, 31]","[1, 4, 2, 3, 5]"
ligand-340-p-o-125,14,15,19,"[16, 18, 17]","[21, 20, 22]",1,5,"[48, 4, 31, 23]","[32, 33, 3, 34, 6, 7, 2, 49, 50, 51, 24, 25]","[8, 11, 35, 36, 37, 38, 39, 40, 52, 53, 54, 55, 56, 57]","[23, 31, 48]","[32, 2, 33, 34, 49, 50, 51, 24, 25]","[3, 11, 35, 36, 37, 38, 39, 40, 52, 53, 54, 55, 56, 57]",[4],"[3, 6, 7]","[8, 2]","[14, 1, 23, 2, 3, 4, 5]"
ligand-341-p-o-126,34,35,39,"[36, 38, 37]","[41, 42, 40]",1,5,"[8, 9, 4, 53]","[2, 3, 6, 7, 16, 20, 54, 55, 25, 29]","[33, 10, 43, 44, 13, 17, 19, 21, 26, 28]","[8, 9, 53]","[2, 16, 20, 54, 55, 25, 29]","[33, 3, 43, 44, 13, 17, 19, 21, 26, 28]",[4],"[3, 6, 7]","[2, 10]","[34, 1, 53, 2, 3, 4, 5]"
ligand-342-p-o-127,34,39,35,"[41, 40, 42]","[37, 36, 38]",1,7,"[8, 9, 43, 4]","[2, 3, 5, 6, 44, 45, 16, 20, 25, 29]","[33, 10, 13, 17, 19, 52, 21, 51, 26, 28]","[8, 9, 43]","[2, 44, 45, 16, 20, 25, 29]","[33, 3, 13, 17, 19, 52, 21, 51, 26, 28]",[4],"[3, 5, 6]","[2, 10]","[34, 1, 43, 2, 3, 4, 7]"
ligand-343-n-n-48,1,76,80,"[78, 77, 79]","[83, 82, 81]",5,4,"[10, 2, 3, 38]","[6, 39, 40, 11, 12, 46]","[7, 8, 9, 41, 42, 13, 14, 28, 47, 48, 50, 18, 49, 60]","[3, 38]","[2, 39, 40, 46]","[6, 41, 42, 47, 48, 49, 50, 60]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 46, 14, 18, 28]","[1, 5, 3, 2, 4]"
ligand-344-n-n-49,1,74,70,"[76, 77, 75]","[71, 72, 73]",5,4,"[10, 2, 3, 38]","[6, 39, 40, 11, 12, 46]","[7, 8, 9, 41, 42, 13, 14, 28, 47, 48, 50, 18, 49, 60]","[3, 38]","[2, 39, 40, 46]","[6, 41, 42, 47, 48, 49, 50, 60]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 46, 14, 18, 28]","[1, 5, 3, 2, 4]"
ligand-345-n-n-50,1,74,70,"[77, 76, 75]","[72, 71, 73]",5,4,"[10, 2, 3, 38]","[6, 39, 40, 11, 12, 46]","[7, 8, 9, 41, 42, 13, 14, 28, 47, 48, 50, 18, 49, 60]","[3, 38]","[2, 39, 40, 46]","[6, 41, 42, 47, 48, 49, 50, 60]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 46, 14, 18, 28]","[1, 5, 3, 2, 4]"
ligand-346-n-n-51,1,70,74,"[71, 72, 73]","[76, 77, 75]",4,5,"[10, 2, 3, 38]","[6, 39, 40, 11, 12, 46]","[7, 8, 9, 41, 42, 13, 14, 28, 47, 48, 50, 18, 49, 60]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 46, 14, 18, 28]","[3, 38]","[2, 39, 40, 46]","[6, 41, 42, 47, 48, 49, 50, 60]","[1, 4, 2, 3, 5]"
ligand-347-n-n-52,1,74,70,"[77, 76, 75]","[72, 71, 73]",4,5,"[10, 2, 3, 38]","[6, 39, 40, 11, 12, 46]","[7, 8, 9, 41, 42, 13, 14, 28, 47, 48, 50, 18, 49, 60]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 46, 14, 18, 28]","[3, 38]","[2, 39, 40, 46]","[6, 41, 42, 47, 48, 49, 50, 60]","[1, 4, 2, 3, 5]"
ligand-348-n-n-53,1,74,70,"[76, 77, 75]","[71, 72, 73]",4,5,"[10, 2, 3, 38]","[6, 39, 40, 11, 12, 46]","[7, 8, 9, 41, 42, 13, 14, 28, 47, 48, 50, 18, 49, 60]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 46, 14, 18, 28]","[3, 38]","[2, 39, 40, 46]","[6, 41, 42, 47, 48, 49, 50, 60]","[1, 4, 2, 3, 5]"
ligand-349-p-o-128,35,40,36,"[41, 42, 43]","[37, 38, 39]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 17, 21, 26, 30]","[34, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]","[2, 8, 9]","[3, 13, 17, 21, 26, 30]","[34, 4, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]",[4],"[3, 6, 7]","[2, 10]","[35, 1, 2, 3, 4, 5]"
ligand-350-p-o-129,35,40,36,"[41, 42, 43]","[37, 38, 39]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 17, 21, 26, 30]","[34, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]","[2, 8, 9]","[3, 13, 17, 21, 26, 30]","[34, 4, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]",[4],"[3, 6, 7]","[2, 10]","[35, 1, 2, 3, 4, 5]"
ligand-351-p-o-130,35,40,36,"[42, 43, 41]","[37, 38, 39]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 17, 21, 26, 30]","[34, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]","[2, 8, 9]","[3, 13, 17, 21, 26, 30]","[34, 4, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]",[4],"[3, 6, 7]","[2, 10]","[35, 1, 2, 3, 4, 5]"
ligand-352-p-o-131,35,40,36,"[41, 42, 43]","[38, 37, 39]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 17, 21, 26, 30]","[34, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]","[2, 8, 9]","[3, 13, 17, 21, 26, 30]","[34, 4, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]",[4],"[3, 6, 7]","[2, 10]","[35, 1, 2, 3, 4, 5]"
ligand-353-p-o-132,35,40,36,"[41, 42, 43]","[38, 37, 39]",1,5,"[8, 9, 2, 4]","[3, 6, 7, 13, 17, 21, 26, 30]","[34, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]","[2, 8, 9]","[3, 13, 17, 21, 26, 30]","[34, 4, 10, 12, 45, 46, 16, 18, 20, 22, 27, 29]",[4],"[3, 6, 7]","[2, 10]","[35, 1, 2, 3, 4, 5]"
ligand-354-c-o-11,1,53,49,"[56, 55, 54]","[50, 52, 51]",2,57,"[29, 6, 7]","[3, 4, 8, 27, 31]","[5, 9, 10, 21, 25, 58, 30]","[6, 7]","[3, 4, 8, 27]","[5, 9, 10, 21, 25, 29]",[29],"[27, 31]","[7, 25, 58, 30]","[1, 2, 7, 27, 29, 57]"
ligand-355-p-o-133,33,36,40,"[39, 38, 37]","[43, 41, 42]",1,2,"[18, 3, 4, 29]","[65, 67, 5, 17, 19, 24, 28]","[6, 7, 16, 20, 25, 27, 34, 35, 45, 46, 66, 68, 69, 73, 77, 81]","[4, 18, 29]","[3, 5, 17, 19, 24, 28]","[65, 67, 34, 6, 7, 35, 45, 46, 16, 20, 25, 27]",[3],"[65, 67, 4]","[66, 68, 69, 5, 73, 77, 81]","[33, 1, 4, 3, 2]"
ligand-356-p-o-134,55,58,62,"[59, 61, 60]","[63, 65, 64]",1,2,"[40, 51, 3, 4]","[5, 39, 41, 46, 50, 21, 27]","[66, 67, 38, 6, 10, 42, 47, 16, 49, 20, 56, 57, 28, 29]","[4, 40, 51]","[3, 39, 41, 46, 50, 27]","[66, 5, 38, 67, 42, 47, 49, 21, 56, 57, 28, 29]",[3],"[21, 4, 5]","[6, 10, 16, 20, 27]","[55, 1, 4, 3, 2]"
ligand-357-n-n-54,1,7,11,"[8, 9, 10]","[12, 13, 72]",71,3,"[62, 2, 66, 14]","[4, 67, 69, 15, 16, 63]","[64, 65, 37, 5, 6, 70, 38, 17, 18, 22]","[62, 66]","[2, 67, 69, 63]","[64, 65, 4, 70]","[2, 14]","[4, 15, 16, 62]","[37, 5, 6, 38, 17, 18, 22, 63]","[1, 71, 62, 2, 3]"
ligand-358-n-n-55,1,7,11,"[8, 9, 10]","[12, 13, 70]",3,69,"[64, 2, 60, 14]","[65, 67, 4, 15, 16, 61]","[68, 5, 6, 37, 38, 17, 18, 22, 62, 63]","[2, 14]","[4, 15, 16, 60]","[37, 5, 6, 38, 17, 18, 22, 61]","[60, 64]","[65, 2, 67, 61]","[68, 4, 62, 63]","[1, 3, 2, 60, 69]"
ligand-359-n-n-56,1,7,11,"[9, 8, 10]","[12, 13, 70]",69,3,"[64, 2, 60, 14]","[65, 67, 4, 15, 16, 61]","[68, 5, 6, 37, 38, 17, 18, 22, 62, 63]","[60, 64]","[65, 2, 67, 61]","[68, 4, 62, 63]","[2, 14]","[4, 15, 16, 60]","[37, 5, 6, 38, 17, 18, 22, 61]","[1, 69, 60, 2, 3]"
ligand-360-n-n-57,1,7,11,"[8, 9, 10]","[12, 13, 70]",3,69,"[64, 2, 60, 14]","[65, 67, 4, 15, 16, 61]","[68, 5, 6, 37, 38, 17, 18, 22, 62, 63]","[2, 14]","[4, 15, 16, 60]","[37, 5, 6, 38, 17, 18, 22, 61]","[60, 64]","[65, 2, 67, 61]","[68, 4, 62, 63]","[1, 3, 2, 60, 69]"
ligand-361-n-n-58,1,7,11,"[8, 10, 9]","[13, 12, 48]",3,47,"[38, 2, 42, 14]","[4, 39, 43, 45, 15, 16]","[37, 5, 6, 40, 41, 46, 17, 18, 49, 22]","[2, 14]","[4, 38, 15, 16]","[37, 5, 6, 39, 17, 18, 49, 22]","[38, 42]","[2, 39, 43, 45]","[4, 40, 41, 46]","[1, 3, 2, 38, 47]"
ligand-362-n-n-59,1,20,24,"[21, 22, 23]","[25, 26, 27]",3,2,"[32, 34, 4, 12]","[33, 36, 5, 6, 13, 14]","[35, 37, 38, 39, 7, 8, 78, 15, 48, 49, 16, 60, 28, 30]","[12, 32]","[33, 34, 13, 14]","[35, 36, 39, 15, 48, 16, 60, 30]","[4, 34]","[32, 36, 5, 6]","[33, 37, 38, 7, 8, 78, 49, 28]","[1, 3, 32, 34, 2]"
ligand-363-n-n-60,1,7,11,"[9, 8, 10]","[13, 12, 47]",46,3,"[48, 41, 2, 37]","[4, 38, 42, 44, 49, 50]","[5, 6, 39, 40, 45, 14, 51, 52, 53, 86]","[37, 41]","[2, 38, 42, 44]","[4, 39, 40, 45]","[2, 48]","[4, 37, 49, 50]","[5, 38, 6, 14, 51, 52, 53, 86]","[1, 46, 37, 2, 3]"
ligand-364-n-n-61,1,7,11,"[9, 8, 10]","[13, 12, 47]",46,3,"[48, 41, 2, 37]","[4, 38, 42, 44, 49, 50]","[5, 6, 39, 40, 45, 14, 51, 52, 53, 86]","[37, 41]","[2, 38, 42, 44]","[4, 39, 40, 45]","[2, 48]","[4, 37, 49, 50]","[5, 38, 6, 14, 51, 52, 53, 86]","[1, 46, 37, 2, 3]"
ligand-365-n-n-62,1,4,8,"[6, 7, 5]","[10, 9, 41]",40,3,"[2, 35, 42, 31]","[32, 36, 38, 43, 44, 94]","[96, 33, 34, 97, 39, 45, 46, 47, 78, 95]","[31, 35]","[32, 2, 36, 38]","[33, 34, 39, 94]","[2, 42]","[43, 44, 94, 31]","[96, 97, 32, 45, 78, 46, 47, 95]","[1, 40, 31, 2, 3]"
ligand-366-n-n-63,1,4,8,"[6, 7, 5]","[10, 9, 41]",40,3,"[2, 35, 42, 31]","[32, 36, 38, 43, 44, 94]","[96, 33, 34, 97, 39, 45, 46, 47, 78, 95]","[31, 35]","[32, 2, 36, 38]","[33, 34, 39, 94]","[2, 42]","[43, 44, 94, 31]","[96, 97, 32, 45, 78, 46, 47, 95]","[1, 40, 31, 2, 3]"
ligand-367-n-n-64,1,4,8,"[5, 6, 7]","[10, 9, 41]",3,40,"[2, 35, 42, 31]","[32, 36, 38, 43, 44, 94]","[96, 33, 34, 97, 39, 45, 46, 47, 78, 95]","[2, 42]","[43, 44, 94, 31]","[96, 97, 32, 45, 78, 46, 47, 95]","[31, 35]","[32, 2, 36, 38]","[33, 34, 39, 94]","[1, 3, 2, 31, 40]"
ligand-368-n-n-65,1,11,7,"[12, 13, 37]","[8, 9, 10]",36,3,"[2, 27, 14, 31]","[32, 4, 34, 15, 16, 28]","[35, 66, 5, 6, 38, 17, 18, 26, 29, 30]","[27, 31]","[32, 2, 34, 28]","[35, 4, 29, 30]","[2, 14]","[4, 15, 16, 27]","[66, 5, 6, 38, 17, 18, 26, 28]","[1, 36, 27, 2, 3]"
ligand-369-n-n-66,1,11,7,"[12, 13, 25]","[9, 10, 8]",24,3,"[2, 19, 52, 15]","[4, 16, 20, 53, 22, 54]","[66, 5, 6, 14, 17, 18, 55, 23, 56, 57]","[15, 19]","[2, 16, 20, 22]","[4, 17, 18, 23]","[2, 52]","[4, 15, 53, 54]","[66, 5, 6, 14, 16, 55, 57, 56]","[1, 24, 15, 2, 3]"
ligand-370-n-n-70,1,22,26,"[24, 23, 25]","[28, 27, 29]",4,5,"[2, 3, 6, 14]","[130, 134, 7, 8, 15, 16]","[32, 131, 132, 133, 135, 136, 137, 9, 10, 78, 80, 17, 18, 30]","[2, 6]","[130, 3, 7, 8]","[131, 132, 133, 134, 9, 10, 80, 30]","[3, 14]","[2, 134, 15, 16]","[32, 130, 135, 136, 137, 78, 17, 18]","[1, 4, 2, 3, 5]"
ligand-376-c-o-12,1,22,26,"[25, 23, 24]","[27, 28, 29]",2,41,"[38, 6, 7]","[3, 4, 39, 40, 8, 21]","[5, 9, 10, 16, 20]","[6, 7]","[3, 4, 8, 21]","[5, 38, 9, 10, 16, 20]",[38],"[40, 21, 39]","[20, 7]","[1, 2, 7, 21, 38, 41]"
ligand-377-c-o-13,1,22,26,"[25, 24, 23]","[29, 28, 27]",2,35,"[32, 6, 7]","[33, 34, 3, 4, 8, 21]","[5, 9, 10, 16, 20]","[6, 7]","[3, 4, 8, 21]","[32, 5, 9, 10, 16, 20]",[32],"[33, 34, 21]","[20, 7]","[1, 2, 7, 21, 32, 35]"
ligand-378-n-n-71,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14]","[96, 100, 7, 8, 15, 16]","[97, 98, 99, 101, 102, 103, 9, 10, 34, 48, 17, 50, 18, 30]","[3, 14]","[96, 2, 15, 16]","[97, 98, 99, 100, 34, 48, 17, 18]","[2, 6]","[3, 100, 7, 8]","[96, 101, 102, 103, 9, 10, 50, 30]","[1, 5, 3, 2, 4]"
ligand-379-n-n-72,1,22,26,"[23, 24, 25]","[27, 28, 29]",5,4,"[2, 3, 6, 14]","[7, 8, 15, 16, 86, 90]","[34, 38, 40, 9, 10, 17, 18, 87, 88, 89, 91, 92, 93, 30]","[3, 14]","[2, 15, 16, 86]","[34, 38, 17, 18, 87, 88, 89, 90]","[2, 6]","[3, 7, 8, 90]","[40, 9, 10, 86, 91, 92, 93, 30]","[1, 5, 3, 2, 4]"
ligand-380-n-n-73,1,26,22,"[27, 28, 29]","[23, 24, 25]",5,4,"[2, 3, 6, 14]","[7, 8, 15, 16, 86, 90]","[34, 38, 40, 9, 10, 17, 18, 87, 88, 89, 91, 92, 93, 30]","[3, 14]","[2, 15, 16, 86]","[34, 38, 17, 18, 87, 88, 89, 90]","[2, 6]","[3, 7, 8, 90]","[40, 9, 10, 86, 91, 92, 93, 30]","[1, 5, 3, 2, 4]"
ligand-381-n-n-74,1,22,26,"[23, 24, 25]","[27, 28, 29]",5,4,"[2, 3, 6, 14]","[7, 8, 15, 16, 86, 90]","[34, 38, 40, 9, 10, 17, 18, 87, 88, 89, 91, 92, 93, 30]","[3, 14]","[2, 15, 16, 86]","[34, 38, 17, 18, 87, 88, 89, 90]","[2, 6]","[3, 7, 8, 90]","[40, 9, 10, 86, 91, 92, 93, 30]","[1, 5, 3, 2, 4]"
ligand-382-n-n-75,1,22,26,"[23, 24, 25]","[27, 28, 29]",5,4,"[2, 3, 6, 14]","[97, 7, 8, 15, 16, 94]","[96, 34, 101, 38, 40, 9, 10, 17, 18, 30, 95]","[3, 14]","[97, 2, 15, 16]","[34, 101, 38, 17, 18, 94, 95]","[2, 6]","[3, 7, 8, 94]","[96, 97, 40, 9, 10, 30, 95]","[1, 5, 3, 2, 4]"
ligand-383-p-n-19,2,3,7,"[5, 4, 6]","[8, 9, 10]",1,11,"[37, 12, 50, 23, 24]","[33, 38, 42, 13, 46, 14, 15, 51, 52, 25, 29]","[16, 17, 18, 19, 20, 26, 27, 28, 30, 31, 32, 34, 35, 36, 39, 40, 41, 43, 44, 45, 47, 48, 49, 53, 54, 59, 61]","[12, 24, 37]","[33, 38, 42, 13, 14, 46, 23, 25, 29]","[15, 16, 17, 18, 26, 27, 28, 30, 31, 32, 34, 35, 36, 39, 40, 41, 43, 44, 45, 47, 48, 49]","[23, 50]","[12, 15, 51, 52]","[13, 14, 16, 19, 20, 53, 54, 59, 61]","[2, 1, 12, 23, 11]"
